scenario,replication,t_end,h,model,RMSE,MAE,ISE
strong_persistence,46,94,10,PA,0.34876726733621066,0.27561281797863835,0.12163860676516786
strong_persistence,46,94,10,VAR1,0.3517899430497724,0.27837862410402536,0.12375616403096212
strong_persistence,46,94,10,ARHinc,0.3491608896957461,0.2755921825794545,0.12191332689312498
strong_persistence,46,94,10,KernelARH,0.3529279844284776,0.27939689361239994,0.12455816219274775
strong_persistence,46,95,1,PM,0.13009893816343795,0.08844800809145713,0.016925733711254054
strong_persistence,46,95,1,PA,0.3559237936305021,0.2862289725480993,0.12668174687232822
strong_persistence,46,95,1,VAR1,0.38367230055510576,0.3098277697240123,0.14720443421324741
strong_persistence,46,95,1,ARHinc,0.37384894579998834,0.301443340670787,0.13976303427576262
strong_persistence,46,95,1,KernelARH,0.3838594917613903,0.3102020627017945,0.14734810941531284
strong_persistence,46,95,5,PM,0.09516014750830294,0.0784213269251282,0.009055453673801976
strong_persistence,46,95,5,PA,0.32100490967612966,0.27267233025921955,0.10304415203618016
strong_persistence,46,95,5,VAR1,0.35495286471834286,0.3007210968398871,0.1259915361717582
strong_persistence,46,95,5,ARHinc,0.333735078515656,0.2835991709199667,0.11137910263185107
strong_persistence,46,95,5,KernelARH,0.35635467726879727,0.3018720477623587,0.12698865601134865
strong_persistence,46,95,10,PM,0.2065599758764371,0.16454859207014141,0.04266702363407427
strong_persistence,46,95,10,PA,0.3220738008013111,0.25095543208496346,0.10373153316260263
strong_persistence,46,95,10,VAR1,0.35581671834505657,0.27924209068366046,0.12660553705384534
strong_persistence,46,95,10,ARHinc,0.33533980114218387,0.2618504369995509,0.11245278223007941
strong_persistence,46,95,10,KernelARH,0.35729879734048614,0.2804974262667763,0.12766243058095778
strong_persistence,46,96,1,PM,0.1462678061723561,0.11540861957306807,0.021394271122473933
strong_persistence,46,96,1,PA,0.32458249709601156,0.25914605472281504,0.10535379742108235
strong_persistence,46,96,1,VAR1,0.40769864917619053,0.32810524324614737,0.1662181885400905
strong_persistence,46,96,1,ARHinc,0.3402310833632943,0.27174495566988,0.11575719008656088
strong_persistence,46,96,1,KernelARH,0.4013631955095868,0.3237033789973001,0.16109241470966681
strong_persistence,46,96,5,PM,0.2052904005644963,0.14770844324030952,0.04214414856393134
strong_persistence,46,96,5,PA,0.21573748706129417,0.1862546813627662,0.04654266332352207
strong_persistence,46,96,5,VAR1,0.29509594221921615,0.24677936829249253,0.08708161511424695
strong_persistence,46,96,5,ARHinc,0.22605444201708855,0.19391287000748436,0.05110061075565724
strong_persistence,46,96,5,KernelARH,0.296551873951348,0.24805173533017008,0.0879430139440562
strong_persistence,46,96,10,PM,0.25306834716536414,0.2069862132895727,0.06404358833700927
strong_persistence,46,96,10,PA,0.28941879521736363,0.2262830485659247,0.08376323902507025
strong_persistence,46,96,10,VAR1,0.36899014791239687,0.29479886963994645,0.1361537292564125
strong_persistence,46,96,10,ARHinc,0.2999080855149857,0.23423885677085135,0.08994485975726398
strong_persistence,46,96,10,KernelARH,0.37049308642753215,0.2961079813869992,0.1372651270905988
strong_persistence,46,97,1,PM,0.09956604282247629,0.0753308388324788,0.009913396883327182
strong_persistence,46,97,1,PA,0.3631981514105811,0.31729574812131595,0.1319128971880634
strong_persistence,46,97,1,VAR1,0.37428061408314756,0.32814309490326427,0.14008597807845802
strong_persistence,46,97,1,ARHinc,0.32902288263734436,0.2878545614715851,0.10825605729898768
strong_persistence,46,97,1,KernelARH,0.37080684823792665,0.32522004547005323,0.13749771870014477
strong_persistence,46,97,5,PM,0.18302364989879016,0.13511235476419112,0.03349765642227492
strong_persistence,46,97,5,PA,0.32244217634774197,0.25843985783491064,0.10396895708786834
strong_persistence,46,97,5,VAR1,0.33255848418660766,0.2666630125525395,0.11059514540449417
strong_persistence,46,97,5,ARHinc,0.2983061909678549,0.23898807916634054,0.0889865835697503
strong_persistence,46,97,5,KernelARH,0.3343012799200242,0.2680465261082367,0.11175734575616636
strong_persistence,46,97,10,PM,0.25633325242496685,0.1944329090939749,0.06570673629876178
strong_persistence,46,97,10,PA,0.37101806469795684,0.28944032112408347,0.1376544043322173
strong_persistence,46,97,10,VAR1,0.37762257330120585,0.29665551282001396,0.1425988078666246
strong_persistence,46,97,10,ARHinc,0.3505303652039075,0.27127256282883666,0.12287153692998477
strong_persistence,46,97,10,KernelARH,0.37918071945560433,0.29803966332026666,0.14377801800686973
strong_persistence,46,98,1,PM,0.0937527556210288,0.071090881732225,0.008789579186536348
strong_persistence,46,98,1,PA,0.35167908362725,0.28686728577748544,0.1236781778609023
strong_persistence,46,98,1,VAR1,0.3554852060368942,0.28860452135764014,0.12636973171109314
strong_persistence,46,98,1,ARHinc,0.3552032491534016,0.28835335707625676,0.12616934820913353
strong_persistence,46,98,1,KernelARH,0.36407540706750213,0.2956809292656329,0.13255090203136738
strong_persistence,46,98,5,PM,0.19092317805204054,0.1553516861321177,0.03645165991749118
strong_persistence,46,98,5,PA,0.36097721066048305,0.2971683060340545,0.13030454661622276
strong_persistence,46,98,5,VAR1,0.36597231211574954,0.30065153162257846,0.1339357332353476
strong_persistence,46,98,5,ARHinc,0.3652726699735048,0.3001920349170514,0.133424123429573
strong_persistence,46,98,5,KernelARH,0.36751976486346033,0.3020066927449585,0.13507077756529318
strong_persistence,46,98,10,PM,0.27856148591424185,0.21528919722905893,0.07759650143475036
strong_persistence,46,98,10,PA,0.33505357508445344,0.26489067503278285,0.11226089817687347
strong_persistence,46,98,10,VAR1,0.3426060425097197,0.27076342621909605,0.11737890036417185
strong_persistence,46,98,10,ARHinc,0.3394659308116162,0.26826599591076217,0.11523711818179698
strong_persistence,46,98,10,KernelARH,0.3438472985345406,0.271825827540938,0.1182309647095015
strong_persistence,46,99,1,PM,0.12375344137432975,0.09782092612394659,0.015314914251989671
strong_persistence,46,99,1,PA,0.3386317008517629,0.28568390148987716,0.11467142882175785
strong_persistence,46,99,1,VAR1,0.33373544591961873,0.282961964161493,0.11137934786316675
strong_persistence,46,99,1,ARHinc,0.33937036085637157,0.28712501301220195,0.11517224182778384
strong_persistence,46,99,1,KernelARH,0.34524599947271345,0.2924453393451554,0.11919480015191286
strong_persistence,46,99,5,PM,0.12979404709768746,0.10180802514765633,0.016846494661996714
strong_persistence,46,99,5,PA,0.32145389959268683,0.2536837326474959,0.1033326095633452
strong_persistence,46,99,5,VAR1,0.3198314950841641,0.25106151425265827,0.10229218524777169
strong_persistence,46,99,5,ARHinc,0.3217696184992986,0.2538775247836119,0.10353568738918414
strong_persistence,46,99,5,KernelARH,0.32144524029572996,0.25244978766385323,0.10332704250877957
strong_persistence,46,99,10,PM,0.24356887067640848,0.1913478913804972,0.05932579476258099
strong_persistence,46,99,10,PA,0.30792101353799434,0.23303603397946535,0.0948153505782657
strong_persistence,46,99,10,VAR1,0.3126205179921747,0.23788789489849602,0.09773158826969564
strong_persistence,46,99,10,ARHinc,0.30873527681843976,0.23365899690924063,0.09531747115215863
strong_persistence,46,99,10,KernelARH,0.3138948931898061,0.23879208354368858,0.09853000397063978
strong_persistence,46,100,1,PM,0.16152404071079715,0.13045576731636746,0.026090015727543256
strong_persistence,46,100,1,PA,0.22403367422123713,0.18800624488518253,0.050191087185067415
strong_persistence,46,100,1,VAR1,0.26310991542008055,0.2202938203726651,0.06922682759236194
strong_persistence,46,100,1,ARHinc,0.23251099821546942,0.1966992610519036,0.05406136429115402
strong_persistence,46,100,1,KernelARH,0.25324798910259616,0.21318519429536165,0.06413454398450867
strong_persistence,46,100,5,PM,0.23236842252076687,0.19450713837347292,0.05399508378478963
strong_persistence,46,100,5,PA,0.28381321564530076,0.22009034316582432,0.080549941374926
strong_persistence,46,100,5,VAR1,0.32490680445363895,0.2535469984807047,0.10556443158027518
strong_persistence,46,100,5,ARHinc,0.28777688906866955,0.22354613365349787,0.08281553788204135
strong_persistence,46,100,5,KernelARH,0.327019378025077,0.2552395239687269,0.10694167360390824
strong_persistence,46,100,10,PM,0.3617087896915769,0.2976483482940857,0.1308332485401454
strong_persistence,46,100,10,PA,0.34644513607744004,0.2794061010035566,0.12002423231171595
strong_persistence,46,100,10,VAR1,0.36772339619230227,0.2855392215535678,0.1352204961072009
strong_persistence,46,100,10,ARHinc,0.34478817595467093,0.2743882415678163,0.11887888627814913
strong_persistence,46,100,10,KernelARH,0.3693255781070805,0.28647347619449104,0.1364013826441292
strong_persistence,46,101,1,PM,0.11609321298884191,0.09456136808849674,0.013477634102072613
strong_persistence,46,101,1,PA,0.36884289722915053,0.2963478725382569,0.1360450828363937
strong_persistence,46,101,1,VAR1,0.31356723964682853,0.25124948328165103,0.09832441377973158
strong_persistence,46,101,1,ARHinc,0.31438542859792634,0.2507806092777251,0.09883819771470186
strong_persistence,46,101,1,KernelARH,0.314525993780867,0.2518057153498926,0.09892660076384198
strong_persistence,46,101,5,PM,0.14047669034859783,0.11573480794898656,0.01973370053129584
strong_persistence,46,101,5,PA,0.39786673191479255,0.31994318962211615,0.15829793636455738
strong_persistence,46,101,5,VAR1,0.3373421860910056,0.26676614739855553,0.11379975051665864
strong_persistence,46,101,5,ARHinc,0.3606326139599763,0.2855554578428267,0.1300558822516053
strong_persistence,46,101,5,KernelARH,0.33922369916685247,0.26846272954829264,0.11507271807644322
strong_persistence,46,101,10,PM,0.2114616153182826,0.17086793973224845,0.04471601475301732
strong_persistence,46,101,10,PA,0.3985565552552903,0.3026739870831506,0.1588473277369633
strong_persistence,46,101,10,VAR1,0.3489337653650433,0.26344554249343405,0.12175477261182709
strong_persistence,46,101,10,ARHinc,0.3702440600506322,0.2802528871754461,0.13708066400277613
strong_persistence,46,101,10,KernelARH,0.3503318044224453,0.26445473632319033,0.12273237318988649
strong_persistence,46,102,1,PM,0.08477124058092375,0.07050796010212242,0.007186163229628855
strong_persistence,46,102,1,PA,0.3247968935432908,0.26574327103449813,0.10549302205537175
strong_persistence,46,102,1,VAR1,0.3349970110161595,0.27326479937405374,0.11222299738976085
strong_persistence,46,102,1,ARHinc,0.3657019962022687,0.3008506058579099,0.13373795002632413
strong_persistence,46,102,1,KernelARH,0.3358130702018042,0.27465483029884546,0.11277041811836185
strong_persistence,46,102,5,PM,0.13810205394026615,0.10752869166345347,0.019072177302520178
strong_persistence,46,102,5,PA,0.3350832198590428,0.25912182652142696,0.11228076423110361
strong_persistence,46,102,5,VAR1,0.34854224791876975,0.27031952109445084,0.12148169858426917
strong_persistence,46,102,5,ARHinc,0.35863839995813585,0.2799524936731164,0.1286215019245318
strong_persistence,46,102,5,KernelARH,0.3503705048219068,0.2719731116435979,0.12275949064915781
strong_persistence,46,102,10,PM,0.11104848736396347,0.08789487065907849,0.012331766545824354
strong_persistence,46,102,10,PA,0.3071517437235911,0.23915211362711866,0.0943421936724426
strong_persistence,46,102,10,VAR1,0.32056692803995124,0.25063626223633506,0.10276315535297127
strong_persistence,46,102,10,ARHinc,0.33101747465169856,0.25955070144389764,0.10957256852478789
strong_persistence,46,102,10,KernelARH,0.32253125554542583,0.2522860689543244,0.10402641080370877
strong_persistence,46,103,1,PM,0.1061231321108447,0.08406250149287965,0.011262119169015799
strong_persistence,46,103,1,PA,0.3365702750533816,0.2663886915152376,0.11327955004950896
strong_persistence,46,103,1,VAR1,0.2916168671686734,0.22738519081987973,0.08504039721727172
strong_persistence,46,103,1,ARHinc,0.30874321165411783,0.24153039888989045,0.09532237074249941
strong_persistence,46,103,1,KernelARH,0.2940661381340224,0.22925610924859705,0.08647489359705793
strong_persistence,46,103,5,PM,0.14312885175163673,0.11349813711988321,0.020485868203742003
strong_persistence,46,103,5,PA,0.3514941874523449,0.2794621925541355,0.12354816381278416
strong_persistence,46,103,5,VAR1,0.31447209660708797,0.24668970021688796,0.09889269954445767
strong_persistence,46,103,5,ARHinc,0.3362453195673592,0.26591608632514524,0.1130609149309555
strong_persistence,46,103,5,KernelARH,0.315741945365675,0.24778742421753377,0.09969297606330091
strong_persistence,46,103,10,PM,0.1693839018135972,0.13184019557311577,0.02869090619359833
strong_persistence,46,103,10,PA,0.3176961591368526,0.2516473054321441,0.10093084953030837
strong_persistence,46,103,10,VAR1,0.28317533244819443,0.22357394562934055,0.08018826890714544
strong_persistence,46,103,10,ARHinc,0.30364107119862754,0.24047314189785757,0.09219790011865
strong_persistence,46,103,10,KernelARH,0.28430625748776955,0.2244651128425067,0.08083004804670191
strong_persistence,46,104,1,PM,0.09694836793815881,0.07835307516038764,0.00939898604587262
strong_persistence,46,104,1,PA,0.3135359638645094,0.24515569770598886,0.09830480063644692
strong_persistence,46,104,1,VAR1,0.29836315186797846,0.23256938402006402,0.08902057039259437
strong_persistence,46,104,1,ARHinc,0.32605407284571974,0.25539754000717496,0.1063112584192819
strong_persistence,46,104,1,KernelARH,0.2998193813976827,0.2338775445345629,0.08989166146168914
strong_persistence,46,104,5,PM,0.16208334274091313,0.13134321857781556,0.026271009994068315
strong_persistence,46,104,5,PA,0.29883674515262304,0.2283522360355692,0.08930340025341378
strong_persistence,46,104,5,VAR1,0.2856718360625559,0.21861150401932306,0.08160839791935182
strong_persistence,46,104,5,ARHinc,0.30497961180454314,0.23252430503662133,0.09301256361644984
strong_persistence,46,104,5,KernelARH,0.2867459584103126,0.2192936174529974,0.08222324466464871
strong_persistence,46,104,10,PM,0.16888331003590398,0.1294545935398098,0.028521572408683266
strong_persistence,46,104,10,PA,0.2926665968668747,0.22861146095414656,0.08565373692163775
strong_persistence,46,104,10,VAR1,0.27922616954514845,0.2175848308265689,0.07796725375885598
strong_persistence,46,104,10,ARHinc,0.29929934982774037,0.23446368914348584,0.08958010080730812
strong_persistence,46,104,10,KernelARH,0.2803493737644544,0.2185392056143136,0.07859577137012175
strong_persistence,46,105,1,PM,0.09493872786662474,0.068190365070195,0.00901336204893303
strong_persistence,46,105,1,PA,0.303320690473546,0.23954186248965598,0.09200344126934869
strong_persistence,46,105,1,VAR1,0.31495027902094885,0.2471430231789751,0.09919367825537355
strong_persistence,46,105,1,ARHinc,0.3180344582101151,0.25142205260689593,0.10114591660900145
strong_persistence,46,105,1,KernelARH,0.3169115852931241,0.24887637540238947,0.10043295289300104
strong_persistence,46,105,5,PM,0.17419747279969333,0.13196644078247602,0.030344759529799894
strong_persistence,46,105,5,PA,0.33143154212268466,0.2609475693940395,0.1098468671138209
strong_persistence,46,105,5,VAR1,0.3423119849771737,0.2708659981315834,0.1171774950590128
strong_persistence,46,105,5,ARHinc,0.34095163261139755,0.26779842791889397,0.11624801578037741
strong_persistence,46,105,5,KernelARH,0.34306439879586925,0.27122935107712753,0.1176931817211712
strong_persistence,46,105,10,PM,0.16528652377273345,0.1244103107930192,0.02731963494087438
strong_persistence,46,105,10,PA,0.25652825906504745,0.20169240666147956,0.0658067476989441
strong_persistence,46,105,10,VAR1,0.26696921772588483,0.21041653292626242,0.07127256321317091
strong_persistence,46,105,10,ARHinc,0.26445164875717136,0.20663740499811137,0.06993467453038633
strong_persistence,46,105,10,KernelARH,0.26759361831300144,0.2106141548916273,0.07160634456184431
strong_persistence,46,106,1,PM,0.12371440457070061,0.09976676053067521,0.01530525389828299
strong_persistence,46,106,1,PA,0.2881653364439868,0.22137241916626213,0.08303926112787609
strong_persistence,46,106,1,VAR1,0.33622567927350117,0.25862716286608883,0.11304770740292729
strong_persistence,46,106,1,ARHinc,0.2983447656100084,0.2285961253524463,0.08900959916689086
strong_persistence,46,106,1,KernelARH,0.3332211971662526,0.2561470457491204,0.1110363662409106
strong_persistence,46,106,5,PM,0.14816549930010872,0.11359818513935205,0.021953015182850515
strong_persistence,46,106,5,PA,0.2884856840834835,0.2214192695137708,0.08322398992111545
strong_persistence,46,106,5,VAR1,0.3228392612066381,0.2453647226240391,0.10422518857644789
strong_persistence,46,106,5,ARHinc,0.2940668037762495,0.22455833517197843,0.08647528508317923
strong_persistence,46,106,5,KernelARH,0.3233585965854656,0.24566194517820866,0.10456078198572191
strong_persistence,46,106,10,PM,0.21286277414703247,0.1496547476293155,0.04531056061757056
strong_persistence,46,106,10,PA,0.2470905810107882,0.20212934958081194,0.061053755224248885
strong_persistence,46,106,10,VAR1,0.27838018035979745,0.2244179355021098,0.07749552481715334
strong_persistence,46,106,10,ARHinc,0.2514087371382631,0.20432568607306048,0.06320635310945628
strong_persistence,46,106,10,KernelARH,0.2788561544695157,0.22470253279536526,0.0777607548855264
strong_persistence,46,107,1,PM,0.08901158496012794,0.06897279499385543,0.007923062257114075
strong_persistence,46,107,1,PA,0.31018650295000844,0.24482392380147236,0.0962156666123556
strong_persistence,46,107,1,VAR1,0.28893686249465356,0.22562739044050284,0.08348451050825433
strong_persistence,46,107,1,ARHinc,0.28206912905240433,0.22012674095626733,0.07956299356438193
strong_persistence,46,107,1,KernelARH,0.29809596107752906,0.23339278109544165,0.08886120201073573
strong_persistence,46,107,5,PM,0.09698964342837461,0.0811725557231208,0.00940699093236325
strong_persistence,46,107,5,PA,0.3108256412680664,0.24536796339221506,0.0966125792697047
strong_persistence,46,107,5,VAR1,0.2915115513640237,0.22767665367956955,0.08497898457865981
strong_persistence,46,107,5,ARHinc,0.2895305348416372,0.22702456477419627,0.08382793060568451
strong_persistence,46,107,5,KernelARH,0.2918534063133174,0.22803706916425553,0.08517841077668635
strong_persistence,46,107,10,PM,0.11932166189511716,0.0890991188294108,0.014237658997412653
strong_persistence,46,107,10,PA,0.2819384994607991,0.21474792560712147,0.07948931747820699
strong_persistence,46,107,10,VAR1,0.26730488123012025,0.2056844777781595,0.0714518995294487
strong_persistence,46,107,10,ARHinc,0.2641179409454462,0.2019147903243244,0.06975828672926221
strong_persistence,46,107,10,KernelARH,0.2674196236248793,0.20564378620208734,0.0715132550996721
strong_persistence,46,108,1,PM,0.08660870761617746,0.06532141075854166,0.007501068234944516
strong_persistence,46,108,1,PA,0.20622703176612336,0.17386912134264615,0.04252958863106566
strong_persistence,46,108,1,VAR1,0.2751169475330388,0.2115557924182135,0.07568933481989681
strong_persistence,46,108,1,ARHinc,0.24049805815209369,0.19058619893782663,0.057839315974927835
strong_persistence,46,108,1,KernelARH,0.27694745710078356,0.21328171399830542,0.07669989399459035
strong_persistence,46,108,5,PM,0.13497616106570837,0.07982747557450365,0.018218564056036043
strong_persistence,46,108,5,PA,0.20250685489258677,0.1745183230688508,0.04100902627848719
strong_persistence,46,108,5,VAR1,0.25756140045316905,0.2048577844496301,0.0663378750033977
strong_persistence,46,108,5,ARHinc,0.22172365692983212,0.18298653491590222,0.049161380042337895
strong_persistence,46,108,5,KernelARH,0.2575153363172496,0.2047490486325636,0.06631414843858616
strong_persistence,46,108,10,PM,0.13779674080184678,0.09867840033799076,0.018987941775611344
strong_persistence,46,108,10,PA,0.1363619730678728,0.11617012457141197,0.018594587698963265
strong_persistence,46,108,10,VAR1,0.19741513055632734,0.15129361568629857,0.038972733772571766
strong_persistence,46,108,10,ARHinc,0.155797851294567,0.12237818936216023,0.024272970468004015
strong_persistence,46,108,10,KernelARH,0.19754100702514152,0.15135231349170802,0.039022449456507013
strong_persistence,46,109,1,PM,0.10020895262054758,0.07962219612361579,0.010041834185307148
strong_persistence,46,109,1,PA,0.3113436359094511,0.24340633789657898,0.09693485962131683
strong_persistence,46,109,1,VAR1,0.3117923493191,0.24961712668813055,0.09721446909392369
strong_persistence,46,109,1,ARHinc,0.2821417112492365,0.23094274875582654,0.07960394522664754
strong_persistence,46,109,1,KernelARH,0.32695950618352265,0.26120675224840034,0.106902518683773
strong_persistence,46,109,5,PM,0.13504379859998888,0.08022403315080065,0.018236827540314363
strong_persistence,46,109,5,PA,0.24605321995197224,0.19528079204550375,0.06054218704873363
strong_persistence,46,109,5,VAR1,0.24941822550991583,0.19439502505981562,0.06220945121651522
strong_persistence,46,109,5,ARHinc,0.21943121334222365,0.171589558488287,0.04815005738884048
strong_persistence,46,109,5,KernelARH,0.2491755749912079,0.1942547473002494,0.06208846717219907
strong_persistence,46,109,10,PM,0.09931226746993731,0.0801286738481824,0.00986292647002037
strong_persistence,46,109,10,PA,0.2108877648104359,0.1639377850522284,0.04447364934674172
strong_persistence,46,109,10,VAR1,0.21156847702023537,0.16553627506240604,0.044761220468661864
strong_persistence,46,109,10,ARHinc,0.18338907390398443,0.14310599859213013,0.033631552427361065
strong_persistence,46,109,10,KernelARH,0.2112848657059002,0.16527116445425047,0.04464129447636028
strong_persistence,46,110,1,PM,0.09728046501753164,0.07905083654930019,0.009463488874027197
strong_persistence,46,110,1,PA,0.24761083213066265,0.19511143625485394,0.0613111241884392
strong_persistence,46,110,1,VAR1,0.30785536375049694,0.2345192329592954,0.09477492498995078
strong_persistence,46,110,1,ARHinc,0.27441132638557936,0.20821944512719073,0.07530157604869298
strong_persistence,46,110,1,KernelARH,0.3083459782493027,0.23504870512521558,0.09507724230251945
strong_persistence,46,110,5,PM,0.1431491146103467,0.09641359158664937,0.020491669013726177
strong_persistence,46,110,5,PA,0.20523119397213904,0.17299903476308595,0.04211984297922976
strong_persistence,46,110,5,VAR1,0.24077645902448275,0.19388714476333577,0.057973303220368415
strong_persistence,46,110,5,ARHinc,0.21080555606517978,0.17331881463387927,0.04443898246794965
strong_persistence,46,110,5,KernelARH,0.2406283208059719,0.1936050623498008,0.05790198877390173
strong_persistence,46,110,10,PM,0.13407289018681665,0.10687241440086893,0.017975539883046194
strong_persistence,46,110,10,PA,0.16751699425462038,0.1431580137601887,0.028061943364102518
strong_persistence,46,110,10,VAR1,0.21875199478295757,0.17663942914668151,0.04785243522152309
strong_persistence,46,110,10,ARHinc,0.18214794492947808,0.1512493004957854,0.033177873842032184
strong_persistence,46,110,10,KernelARH,0.2187695457162365,0.17651101960219212,0.04786011413288849
strong_persistence,46,111,1,PM,0.10919426497366143,0.08965883781034184,0.011923387503138184
strong_persistence,46,111,1,PA,0.2935587514072141,0.23083176100631672,0.08617674052776252
strong_persistence,46,111,1,VAR1,0.2571245842322029,0.20078685741317095,0.06611305181658322
strong_persistence,46,111,1,ARHinc,0.23655116238351073,0.1859659805221241,0.05595645242499006
strong_persistence,46,111,1,KernelARH,0.26047950710846507,0.20334599918686852,0.0678495736234689
strong_persistence,46,111,5,PM,0.18328908032202124,0.0993788916467522,0.03359488696529236
strong_persistence,46,111,5,PA,0.27153866908398994,0.2184486810687001,0.0737332488079046
strong_persistence,46,111,5,VAR1,0.250125598467306,0.20352031403274543,0.06256281500862798
strong_persistence,46,111,5,ARHinc,0.24228983530096412,0.1981416189289683,0.058704364290168315
strong_persistence,46,111,5,KernelARH,0.2499165908016728,0.2032266497445889,0.06245830235793076
strong_persistence,46,111,10,PM,0.18771784322630852,0.11959105987158619,0.03523798866553694
strong_persistence,46,111,10,PA,0.23581974076395357,0.18457953021863363,0.055610950133978265
strong_persistence,46,111,10,VAR1,0.2075265778527339,0.1620705040749848,0.04306728051526682
strong_persistence,46,111,10,ARHinc,0.2008621716589443,0.15651143882297006,0.04034561200354721
strong_persistence,46,111,10,KernelARH,0.20757116941727166,0.1621390624831686,0.0430857903732537
strong_persistence,46,112,1,PM,0.14902002998068614,0.10719360721987536,0.022206969335444596
strong_persistence,46,112,1,PA,0.2115915236433276,0.1786017440669537,0.04477097287770486
strong_persistence,46,112,1,VAR1,0.2434976441999986,0.19485719497047507,0.059291102730949105
strong_persistence,46,112,1,ARHinc,0.23700156827833596,0.1907895998999588,0.05616974336639074
strong_persistence,46,112,1,KernelARH,0.23658655962972572,0.1896111296404439,0.05597320019742977
strong_persistence,46,112,5,PM,0.11226074842877143,0.08517529530061661,0.012602475637787908
strong_persistence,46,112,5,PA,0.21185974838033167,0.17836441486856094,0.04488455298377745
strong_persistence,46,112,5,VAR1,0.23698682332287307,0.18511541235233844,0.05616275442866666
strong_persistence,46,112,5,ARHinc,0.22965097230937837,0.18277585444501637,0.05273956908264287
strong_persistence,46,112,5,KernelARH,0.23658282391799298,0.18474347436637367,0.05597143257301207
strong_persistence,46,112,10,PM,0.10194236675974833,0.08233482028821447,0.01039224614057904
strong_persistence,46,112,10,PA,0.17723257073916493,0.1417623157072754,0.031411384130813104
strong_persistence,46,112,10,VAR1,0.21782598822480193,0.17331339300962195,0.04744816114611155
strong_persistence,46,112,10,ARHinc,0.20211450227923805,0.15924934560821782,0.040850272031584124
strong_persistence,46,112,10,KernelARH,0.21769321914169967,0.17332549028506317,0.047390337660276075
strong_persistence,46,113,1,PM,0.0873160188515102,0.0704852624352615,0.007624087148077286
strong_persistence,46,113,1,PA,0.19150634499263758,0.15347285634510716,0.03667468017243912
strong_persistence,46,113,1,VAR1,0.20900680844871675,0.164188105462461,0.04368384597791858
strong_persistence,46,113,1,ARHinc,0.20125894357893567,0.1638794018740072,0.04050516237050921
strong_persistence,46,113,1,KernelARH,0.2310848560032334,0.1825662009831619,0.05340021067403511
strong_persistence,46,113,5,PM,0.12176610822477368,0.09829963828112506,0.014826985112207296
strong_persistence,46,113,5,PA,0.1363698890247478,0.10906446464825631,0.018596746632622032
strong_persistence,46,113,5,VAR1,0.16561694318521517,0.12829434758672878,0.027428971870014786
strong_persistence,46,113,5,ARHinc,0.13643271448836425,0.10706882238405196,0.01861388558266352
strong_persistence,46,113,5,KernelARH,0.16504010738080574,0.1278525011863846,0.02723823704426789
strong_persistence,46,113,10,PM,0.12662283268873983,0.10944174021008224,0.0160333417581206
strong_persistence,46,113,10,PA,0.14089658575726777,0.11274354323234138,0.01985184787805511
strong_persistence,46,113,10,VAR1,0.16814332380000827,0.13510078288967461,0.028272177338514427
strong_persistence,46,113,10,ARHinc,0.140307626642724,0.11361811359213381,0.01968623009411403
strong_persistence,46,113,10,KernelARH,0.16735682046195116,0.13450140036119645,0.028008305355133756
strong_persistence,46,114,1,PM,0.11000622578200167,0.08663257100392001,0.01210136971080073
strong_persistence,46,114,1,PA,0.20562148475898903,0.17030360711456644,0.042280194994491156
strong_persistence,46,114,1,VAR1,0.2241975539839107,0.18369981797382878,0.05026454321236855
strong_persistence,46,114,1,ARHinc,0.18892692148910906,0.1509032530974325,0.035693381663351974
strong_persistence,46,114,1,KernelARH,0.22321203783676874,0.18301022494036037,0.04982361383524308
strong_persistence,46,114,5,PM,0.11946947833511898,0.08283793056002044,0.014272956253665462
strong_persistence,46,114,5,PA,0.16203342468175816,0.12827702021277454,0.02625483071409899
strong_persistence,46,114,5,VAR1,0.1799788301163854,0.14195514895407457,0.032392379290062716
strong_persistence,46,114,5,ARHinc,0.15658035956010746,0.1222603621462518,0.02451740899997254
strong_persistence,46,114,5,KernelARH,0.17901006455219923,0.14116074267199935,0.032044603210982535
strong_persistence,46,114,10,PM,0.14231244077726668,0.09985618073832103,0.020252830799983034
strong_persistence,46,114,10,PA,0.15034281750126882,0.12556151644050884,0.022602962774219824
strong_persistence,46,114,10,VAR1,0.16687414779404133,0.1377298060176536,0.02784698120198755
strong_persistence,46,114,10,ARHinc,0.1437797419859478,0.11828740576129554,0.020672614205545725
strong_persistence,46,114,10,KernelARH,0.1659381440092746,0.13699154090265814,0.027535467637242756
strong_persistence,46,115,1,PM,0.08339203705784626,0.06768346524917826,0.006954231844657204
strong_persistence,46,115,1,PA,0.25189925774651617,0.20048139368275028,0.06345323605324578
strong_persistence,46,115,1,VAR1,0.22685147263670483,0.18663991652543932,0.051461590637441636
strong_persistence,46,115,1,ARHinc,0.22468324127655323,0.18181109591894887,0.05048255891053783
strong_persistence,46,115,1,KernelARH,0.22522402343339692,0.18512004046370728,0.05072586073152733
strong_persistence,46,115,5,PM,0.1121679444869339,0.08817489651457987,0.012581647770423886
strong_persistence,46,115,5,PA,0.22274004484569754,0.1793068874223421,0.049613127577863354
strong_persistence,46,115,5,VAR1,0.18913857336577797,0.1563515561425069,0.03577339993484177
strong_persistence,46,115,5,ARHinc,0.19866647450605832,0.1591841065217947,0.03946836809266632
