scenario,replication,t_end,h,model,RMSE,MAE,ISE
weak_persistence,17,83,10,VAR1,0.25717952055887716,0.2088396421573,0.06614130579489391
weak_persistence,17,83,10,ARHinc,0.26223331424210006,0.21092157380742588,0.068766311098396
weak_persistence,17,83,10,KernelARH,0.25602012359299325,0.20782820492520435,0.06554630368457154
weak_persistence,17,84,1,PM,0.2741164026420864,0.2175968429421466,0.07513980219743845
weak_persistence,17,84,1,PA,0.3312311731068052,0.2837754523941731,0.10971409003771036
weak_persistence,17,84,1,VAR1,0.35336285648471105,0.3019233960194763,0.1248653083430345
weak_persistence,17,84,1,ARHinc,0.3379698329039483,0.2888855107439776,0.11422360795312271
weak_persistence,17,84,1,KernelARH,0.3464757245031692,0.29599137621157756,0.12004542766999603
weak_persistence,17,84,5,PM,0.3499373730125839,0.27188788626551935,0.12245616503094826
weak_persistence,17,84,5,PA,0.2089545076834582,0.16696096028449373,0.04366198628123639
weak_persistence,17,84,5,VAR1,0.22155283346581192,0.17804025881515875,0.049085658016729795
weak_persistence,17,84,5,ARHinc,0.21248628622044202,0.17009481591393888,0.045150421831755605
weak_persistence,17,84,5,KernelARH,0.2202797920702498,0.1770719553473768,0.04852318679451249
weak_persistence,17,84,10,PM,0.47691661323720197,0.37847747655636094,0.22744945598164287
weak_persistence,17,84,10,PA,0.2620724280909491,0.20701365495487944,0.06868195756548569
weak_persistence,17,84,10,VAR1,0.2585930981228054,0.20277006147590176,0.06687039039675087
weak_persistence,17,84,10,ARHinc,0.26250639764998174,0.2081409060966335,0.06890960880717033
weak_persistence,17,84,10,KernelARH,0.25809529031664763,0.20244619683526746,0.06661317888363462
weak_persistence,17,85,1,PM,0.4510792487963824,0.36575871165638524,0.20347248869470866
weak_persistence,17,85,1,PA,0.22548782235117018,0.18130470754591527,0.05084475802867288
weak_persistence,17,85,1,VAR1,0.1996576889224238,0.1622000624557601,0.03986319274584336
weak_persistence,17,85,1,ARHinc,0.22130212599661456,0.1780856077252088,0.04897463097062146
weak_persistence,17,85,1,KernelARH,0.20144282440145309,0.16317634942336998,0.04057921150283466
weak_persistence,17,85,5,PM,0.32471504351262015,0.25828573978880087,0.10543985948340279
weak_persistence,17,85,5,PA,0.18373424275411224,0.14168586963436142,0.03375827196042705
weak_persistence,17,85,5,VAR1,0.1981017551478751,0.15036586194722704,0.039244305392668655
weak_persistence,17,85,5,ARHinc,0.18392909083136463,0.1417885068972101,0.033829910454052384
weak_persistence,17,85,5,KernelARH,0.1971085363275619,0.1498683929253471,0.038851775093193784
weak_persistence,17,85,10,PM,0.4206739978405359,0.3524196373124668,0.1769666124591392
weak_persistence,17,85,10,PA,0.2338843906250947,0.18309515667066717,0.05470190817807188
weak_persistence,17,85,10,VAR1,0.20469878210844997,0.1583062915588494,0.041901591396682675
weak_persistence,17,85,10,ARHinc,0.22950126909250326,0.17885388994361912,0.0526708325150696
weak_persistence,17,85,10,KernelARH,0.20534922424009666,0.15834327761087005,0.0421683038960095
weak_persistence,17,86,1,PM,0.29421567767920553,0.2493340985612006,0.08656286499223415
weak_persistence,17,86,1,PA,0.2608414867168145,0.21463239125780914,0.06803828119263813
weak_persistence,17,86,1,VAR1,0.25910943016572147,0.2141827492691369,0.06713769680080488
weak_persistence,17,86,1,ARHinc,0.26864062810035483,0.22242116218526187,0.07216778706615316
weak_persistence,17,86,1,KernelARH,0.2564976393624282,0.21173361982051,0.06579103899849827
weak_persistence,17,86,5,PM,0.3674418582651878,0.3091544503378565,0.13501351920537438
weak_persistence,17,86,5,PA,0.2658718153345009,0.20557198802046883,0.07068782218926294
weak_persistence,17,86,5,VAR1,0.2569765337889569,0.2005071176463217,0.0660369389181869
weak_persistence,17,86,5,ARHinc,0.2549909410522991,0.19899720395910556,0.06502038001873707
weak_persistence,17,86,5,KernelARH,0.25539497881708667,0.19871336485876087,0.06522659520498014
weak_persistence,17,86,10,PM,0.2763038827463314,0.2258702000213112,0.07634383562069844
weak_persistence,17,86,10,PA,0.2672243559638661,0.21390003539066174,0.07140885642030304
weak_persistence,17,86,10,VAR1,0.27866221714106415,0.2278766535271357,0.07765263126197358
weak_persistence,17,86,10,ARHinc,0.27937277465928756,0.22633673612437577,0.07804914722082908
weak_persistence,17,86,10,KernelARH,0.280238262830505,0.22921419388476583,0.07853348395425921
weak_persistence,17,87,1,PM,0.31478018975977845,0.25897921297147064,0.09908656786520213
weak_persistence,17,87,1,PA,0.1920850576108457,0.1468763106862001,0.03689666935736191
weak_persistence,17,87,1,VAR1,0.19292497677620468,0.1502879388773007,0.037220046664099116
weak_persistence,17,87,1,ARHinc,0.19123672424058927,0.14812787231712993,0.036571484698271185
weak_persistence,17,87,1,KernelARH,0.19224375756547024,0.1494816463360881,0.03695766232289129
weak_persistence,17,87,5,PM,0.3991248155164216,0.32571974148681454,0.15930061836101755
weak_persistence,17,87,5,PA,0.25471993945544935,0.1922524379155359,0.06488224755618778
weak_persistence,17,87,5,VAR1,0.26877461487934956,0.20319478438487742,0.07223979360354268
weak_persistence,17,87,5,ARHinc,0.26482188363238124,0.20074905518410305,0.07013063005060248
weak_persistence,17,87,5,KernelARH,0.26798836083935323,0.2025379082413215,0.0718177615453634
weak_persistence,17,87,10,PM,0.4516766600079811,0.3420059047742957,0.20401180519596537
weak_persistence,17,87,10,PA,0.30789636289937,0.2480862289431559,0.09480017028666056
weak_persistence,17,87,10,VAR1,0.3004604117916023,0.24069025219681228,0.09027645905397924
weak_persistence,17,87,10,ARHinc,0.302422670586273,0.2419569749471304,0.09145947168453337
weak_persistence,17,87,10,KernelARH,0.30029990914428406,0.2405263601426712,0.09018003543206528
weak_persistence,17,88,1,PM,0.2999993380271203,0.23431859281164993,0.08999960281671038
weak_persistence,17,88,1,PA,0.2010555060523726,0.1597026174552522,0.04042331651397564
weak_persistence,17,88,1,VAR1,0.20429841422348652,0.16340653054479493,0.04173784205423128
weak_persistence,17,88,1,ARHinc,0.19987546688183522,0.1586951402626923,0.03995020226123161
weak_persistence,17,88,1,KernelARH,0.21212881096161454,0.17030159659195895,0.0449986324399884
weak_persistence,17,88,5,PM,0.34227708272537677,0.28498030229298116,0.11715360135899443
weak_persistence,17,88,5,PA,0.2427384829616382,0.19663471720430198,0.05892197111051751
weak_persistence,17,88,5,VAR1,0.25672140175180735,0.20893007852554796,0.06590587811741289
weak_persistence,17,88,5,ARHinc,0.24219255121254993,0.19622290256584607,0.05865723186284361
weak_persistence,17,88,5,KernelARH,0.2558515249229962,0.20827004406032024,0.06546000280542252
weak_persistence,17,88,10,PM,0.28562139223354044,0.2328365239372529,0.08157957970142594
weak_persistence,17,88,10,PA,0.22453735603887512,0.18016212628405848,0.05041702425692857
weak_persistence,17,88,10,VAR1,0.22780631469281307,0.18717541167687388,0.051895717013920976
weak_persistence,17,88,10,ARHinc,0.22390284422001766,0.17865281237789496,0.0501324836498135
weak_persistence,17,88,10,KernelARH,0.22725879769126361,0.18644494486338434,0.05164656112807868
weak_persistence,17,89,1,PM,0.25569767942340405,0.19734233247755084,0.0653813032625139
weak_persistence,17,89,1,PA,0.18560069507459012,0.14647309587825408,0.034447618012170986
weak_persistence,17,89,1,VAR1,0.18618170184599747,0.1438774451303377,0.034663626102271895
weak_persistence,17,89,1,ARHinc,0.18386145147663085,0.14651074566338357,0.03380503333909348
weak_persistence,17,89,1,KernelARH,0.18818465027239953,0.14496441885207306,0.03541346259814532
weak_persistence,17,89,5,PM,0.29446759375024684,0.23338670000836068,0.0867111637690604
weak_persistence,17,89,5,PA,0.23815666551503048,0.18482019873846545,0.05671859732923811
weak_persistence,17,89,5,VAR1,0.258108118640528,0.2024914214145901,0.06661980090815289
weak_persistence,17,89,5,ARHinc,0.2416275003132805,0.18830323821792314,0.05838384890764438
weak_persistence,17,89,5,KernelARH,0.25779771317433625,0.20236295758656725,0.06645966091791733
weak_persistence,17,89,10,PM,0.6467917281232183,0.538271091594706,0.4183395395686191
weak_persistence,17,89,10,PA,0.5772649431417729,0.47113269814965303,0.33323481458047427
weak_persistence,17,89,10,VAR1,0.5209719073574219,0.4261136432276229,0.27141172825563026
weak_persistence,17,89,10,ARHinc,0.5778662775427974,0.47312412223154826,0.33392943472116937
weak_persistence,17,89,10,KernelARH,0.52244338135288515,0.4274162707646291,0.2729470867194362
weak_persistence,17,90,1,PM,0.2450237717257167,0.19261486936034952,0.060036648710696125
weak_persistence,17,90,1,PA,0.2385105713865497,0.18239854031819813,0.05688729266313843
weak_persistence,17,90,1,VAR1,0.2432597456768736,0.186550590459916,0.05917530386677723
weak_persistence,17,90,1,ARHinc,0.2368580037449845,0.18069728930774945,0.05610171393805909
weak_persistence,17,90,1,KernelARH,0.24512859992854083,0.1883768464328153,0.060088030502926625
weak_persistence,17,90,5,PM,0.2622338100210459,0.21112890091422587,0.06876657111815399
weak_persistence,17,90,5,PA,0.2223570837778089,0.1714276949589689,0.04944267270617153
weak_persistence,17,90,5,VAR1,0.2039869211509976,0.15772092253095113,0.04161066400066331
weak_persistence,17,90,5,ARHinc,0.22430830004436103,0.17309751842014198,0.05031421346879109
weak_persistence,17,90,5,KernelARH,0.2044830717776781,0.15775177651281075,0.04181332664363505
weak_persistence,17,90,10,PM,0.3074925897589443,0.23661219720413346,0.09455169275666242
weak_persistence,17,90,10,PA,0.22784300488662185,0.18020133446542771,0.05191243487576519
weak_persistence,17,90,10,VAR1,0.22524793693411385,0.17901084126547775,0.05073663309307453
weak_persistence,17,90,10,ARHinc,0.22848055608735274,0.18090496431299738,0.052203364509985944
weak_persistence,17,90,10,KernelARH,0.22537228853694571,0.17904167617652875,0.05079266844038031
weak_persistence,17,91,1,PM,0.261374985888546,0.2059499082042794,0.06831688324823762
weak_persistence,17,91,1,PA,0.2613823149957184,0.1986111859988229,0.06832071459252095
weak_persistence,17,91,1,VAR1,0.25509873810122213,0.1913744835701114,0.06507536618083593
weak_persistence,17,91,1,ARHinc,0.2588422351972558,0.19532788549824232,0.0669993027219115
weak_persistence,17,91,1,KernelARH,0.2607569021314904,0.19700889230566881,0.06799416200921167
weak_persistence,17,91,5,PM,0.43729671446892965,0.3595108763591877,0.19122841648532057
weak_persistence,17,91,5,PA,0.2951968055176412,0.24130828009452926,0.0871411539878201
weak_persistence,17,91,5,VAR1,0.2853072034068868,0.23288153215902738,0.08140020031585868
weak_persistence,17,91,5,ARHinc,0.29431721385686954,0.240031234812679,0.08662262237247029
weak_persistence,17,91,5,KernelARH,0.2869892419006202,0.2342480979411744,0.0823628249666927
weak_persistence,17,91,10,PM,0.29662866525401776,0.25320350959148696,0.08798856505038014
weak_persistence,17,91,10,PA,0.266064310756599,0.21009777545973932,0.07079021745838406
weak_persistence,17,91,10,VAR1,0.2617907139468458,0.20834585830808308,0.06853437790879924
weak_persistence,17,91,10,ARHinc,0.25958368418839084,0.20499700043970603,0.06738368909681823
weak_persistence,17,91,10,KernelARH,0.26081211444762853,0.2074132282477415,0.06802295904264287
weak_persistence,17,92,1,PM,0.2932519204731072,0.23391753650135866,0.08599668886116561
weak_persistence,17,92,1,PA,0.269198275674675,0.21842990364523124,0.07246771162621832
weak_persistence,17,92,1,VAR1,0.264072696561778,0.215383816776416,0.06973438906940888
weak_persistence,17,92,1,ARHinc,0.2661139502753237,0.2158468733146255,0.07081663453113746
weak_persistence,17,92,1,KernelARH,0.2571060834007526,0.2089644413705792,0.06610353812167473
weak_persistence,17,92,5,PM,0.42840068738051046,0.3454336666739109,0.18352714894809385
weak_persistence,17,92,5,PA,0.309221458663212,0.24736048481087172,0.09561791049780452
weak_persistence,17,92,5,VAR1,0.3019785359527005,0.24259758492107056,0.09119103617613643
weak_persistence,17,92,5,ARHinc,0.3080490929136633,0.24613265954699384,0.09489424364493076
weak_persistence,17,92,5,KernelARH,0.3018399913828817,0.2425345841673128,0.0911073803980181
weak_persistence,17,92,10,PM,0.2702471833866035,0.2249660903001226,0.07303354012839249
weak_persistence,17,92,10,PA,0.2957849118344724,0.23589599550198392,0.08748871406892661
weak_persistence,17,92,10,VAR1,0.2730646527451162,0.21129389873532908,0.07456430457881091
weak_persistence,17,92,10,ARHinc,0.29129271197512563,0.23026460244324254,0.08485144404982349
weak_persistence,17,92,10,KernelARH,0.27128079878802625,0.2095594602176492,0.07359327179106959
weak_persistence,17,93,1,PM,0.28032953786191894,0.22170333911817602,0.07858464979787705
weak_persistence,17,93,1,PA,0.24735596968303156,0.1924889964593603,0.06118497573783283
weak_persistence,17,93,1,VAR1,0.2554279243965736,0.1999851786943891,0.06524342456154171
weak_persistence,17,93,1,ARHinc,0.2499851389962527,0.19513821840493545,0.06249256971897578
weak_persistence,17,93,1,KernelARH,0.25386643823663396,0.19903862796755384,0.06444816846295467
weak_persistence,17,93,5,PM,0.271941723478365,0.2153514125965722,0.07395230096838351
weak_persistence,17,93,5,PA,0.2132626153632445,0.17843497016523482,0.04548094311157117
weak_persistence,17,93,5,VAR1,0.2262861526203401,0.1850035965926888,0.05120542286771586
weak_persistence,17,93,5,ARHinc,0.21638636702324734,0.18027187655636082,0.04682305983351951
weak_persistence,17,93,5,KernelARH,0.22572022829949648,0.18444496374934743,0.05094962146357681
weak_persistence,17,93,10,PM,0.3186321117084147,0.25481594072848124,0.10152642261176369
weak_persistence,17,93,10,PA,0.22976253198393995,0.18197264882179792,0.052790821103671025
weak_persistence,17,93,10,VAR1,0.23018037113761292,0.18471512682681782,0.05298300325704923
weak_persistence,17,93,10,ARHinc,0.23043393655555733,0.18348308884530298,0.05309979911649062
weak_persistence,17,93,10,KernelARH,0.22912321112419737,0.18373358040541002,0.05249744587586352
weak_persistence,17,94,1,PM,0.35684582026318956,0.29369989461892826,0.1273389394393086
weak_persistence,17,94,1,PA,0.22427905534369896,0.17635878351156067,0.05030109466586199
weak_persistence,17,94,1,VAR1,0.23657791464082265,0.18481761652153736,0.055969109695800365
weak_persistence,17,94,1,ARHinc,0.22132377345818696,0.17416420959360526,0.04898421269777086
weak_persistence,17,94,1,KernelARH,0.21048072787667524,0.16094161089076991,0.04430213680749501
weak_persistence,17,94,5,PM,0.6132929878186018,0.49041179738227947,0.3761282889074676
weak_persistence,17,94,5,PA,0.5349110975441346,0.43584168635641585,0.2861298822758706
weak_persistence,17,94,5,VAR1,0.5297193241703182,0.4336988473839149,0.28060256239945863
weak_persistence,17,94,5,ARHinc,0.5415785448474043,0.44129121755712075,0.2933073202390319
weak_persistence,17,94,5,KernelARH,0.5307240763772301,0.4345944346462559,0.281668045246464
weak_persistence,17,94,10,PM,0.30665709230712934,0.23862983524617212,0.09403857226226325
weak_persistence,17,94,10,PA,0.2462304040638084,0.18778046093379783,0.060629411885426344
weak_persistence,17,94,10,VAR1,0.22682232895099627,0.17458993161663156,0.05144836891075397
weak_persistence,17,94,10,ARHinc,0.23729071497889168,0.18072224912626758,0.056306883415193604
weak_persistence,17,94,10,KernelARH,0.2264369441813508,0.17460841283540696,0.05127368969018818
weak_persistence,17,95,1,PM,0.32325408729816724,0.26868534334010435,0.10449320495497112
weak_persistence,17,95,1,PA,0.3145087860025589,0.25609927210123967,0.09891577647280336
weak_persistence,17,95,1,VAR1,0.29203270926557656,0.2380127777693385,0.08528310328099277
weak_persistence,17,95,1,ARHinc,0.29836102834042494,0.2408204742110153,0.08901930323235586
weak_persistence,17,95,1,KernelARH,0.29608934649235386,0.24131755261038726,0.08766890110626917
weak_persistence,17,95,5,PM,0.27906584727867567,0.2100156694206144,0.07787774711736513
weak_persistence,17,95,5,PA,0.22658788663516014,0.1787976650268446,0.05134207036978818
weak_persistence,17,95,5,VAR1,0.22460390198621577,0.17790592974148686,0.050446912787433615
weak_persistence,17,95,5,ARHinc,0.2282377936525412,0.17950300237805994,0.05209249045137998
weak_persistence,17,95,5,KernelARH,0.22485885828985241,0.17797255240807205,0.05056150615141593
weak_persistence,17,95,10,PM,0.2610772925338164,0.21440250617065462,0.06816135267678794
weak_persistence,17,95,10,PA,0.2220462519728368,0.18390338235710327,0.049304538015184536
weak_persistence,17,95,10,VAR1,0.20371722950152757,0.166594195055291,0.041500709595778056
weak_persistence,17,95,10,ARHinc,0.21873329464442298,0.18085451563532648,0.047844254186003965
weak_persistence,17,95,10,KernelARH,0.20381879836384234,0.16683392781587433,0.04154210256648062
weak_persistence,17,96,1,PM,0.32131626979786065,0.26046188655009517,0.10324414523681157
weak_persistence,17,96,1,PA,0.3088238285611143,0.24595602184860324,0.0953721570871445
weak_persistence,17,96,1,VAR1,0.3042123348933502,0.24285302316114185,0.09254514470126385
weak_persistence,17,96,1,ARHinc,0.30779488957782486,0.24796250070416073,0.0947376940502254
weak_persistence,17,96,1,KernelARH,0.3033436139630602,0.2426482324765742,0.09201734813217008
weak_persistence,17,96,5,PM,0.3849568736770076,0.29546104377294913,0.1481917945911756
weak_persistence,17,96,5,PA,0.2822508617625054,0.22455974746551713,0.07966554896567694
weak_persistence,17,96,5,VAR1,0.26131942828321536,0.2081061170869208,0.06828784359826653
weak_persistence,17,96,5,ARHinc,0.2751309445073735,0.21961992734820016,0.07569703662551944
weak_persistence,17,96,5,KernelARH,0.26024884733177106,0.20707574323829023,0.06772946253751547
weak_persistence,17,96,10,PM,0.3692587166959428,0.27899597610666055,0.13635199985593452
weak_persistence,17,96,10,PA,0.24695874363871387,0.1895062399602586,0.060988621059612
weak_persistence,17,96,10,VAR1,0.23918886244764082,0.18482597417067995,0.057211311918996435
weak_persistence,17,96,10,ARHinc,0.24467927344991955,0.18850164299362177,0.0598679468559805
weak_persistence,17,96,10,KernelARH,0.23889501429706228,0.1846491231788923,0.05707082785599359
weak_persistence,17,97,1,PM,0.3146154531333082,0.261272980304811,0.09898288335027683
weak_persistence,17,97,1,PA,0.28047588797966055,0.22572629827301505,0.0786667237379791
weak_persistence,17,97,1,VAR1,0.2393176481373423,0.19536336030121698,0.05727293670998878
weak_persistence,17,97,1,ARHinc,0.2708606721774233,0.21999457418282672,0.0733655037324056
weak_persistence,17,97,1,KernelARH,0.2395502670379653,0.19575683482067666,0.057384330437960485
weak_persistence,17,97,5,PM,0.4071537298535102,0.3256032124288289,0.1657741597336252
weak_persistence,17,97,5,PA,0.352594744428267,0.2765718391680626,0.1243230537984349
weak_persistence,17,97,5,VAR1,0.2757481838187231,0.21261037550438933,0.07603706087932433
weak_persistence,17,97,5,ARHinc,0.34431741882931727,0.27175595384716467,0.11855448490928347
weak_persistence,17,97,5,KernelARH,0.27376326013980723,0.2108290494187336,0.07494632260237576
weak_persistence,17,97,10,PM,0.38014640455277143,0.3025727527003602,0.14451128889439935
weak_persistence,17,97,10,PA,0.2721254824637638,0.20655067683321865,0.0740522782061362
weak_persistence,17,97,10,VAR1,0.21961513128173404,0.1703690200024229,0.04823080588789328
weak_persistence,17,97,10,ARHinc,0.2642420071686836,0.20187262958347763,0.06982383835253465
weak_persistence,17,97,10,KernelARH,0.21876572892067736,0.16978951806152234,0.047858444150195294
weak_persistence,17,98,1,PM,0.6164036919886496,0.503396200153142,0.3799535114972381
weak_persistence,17,98,1,PA,0.6305263555164934,0.5141761099306665,0.39756348500091143
weak_persistence,17,98,1,VAR1,0.5318122666124049,0.4346203913945197,0.2828242869194236
weak_persistence,17,98,1,ARHinc,0.5808129490660615,0.4760016441012149,0.3373436818028153
weak_persistence,17,98,1,KernelARH,0.549546978895137,0.44909994421077515,0.30200188201277217
weak_persistence,17,98,5,PM,0.3264649010425112,0.262693627079416,0.10657933161269662
weak_persistence,17,98,5,PA,0.23532112125782423,0.1743143016119032,0.055376030110039616
weak_persistence,17,98,5,VAR1,0.23368146130592743,0.18776656196531874,0.054607025358073664
weak_persistence,17,98,5,ARHinc,0.22760601222020985,0.17414994788452626,0.05180449679878631
weak_persistence,17,98,5,KernelARH,0.23297742634217605,0.18710140896267574,0.05427848118502407
weak_persistence,17,98,10,PM,0.38542954314364275,0.31376126154321204,0.14855593272791717
weak_persistence,17,98,10,PA,0.32818507434562216,0.2528782926467181,0.10770544302324155
weak_persistence,17,98,10,VAR1,0.2626608511398048,0.21235374476667934,0.0689907227214867
weak_persistence,17,98,10,ARHinc,0.30380276868885187,0.23919224547599907,0.09229612226301202
weak_persistence,17,98,10,KernelARH,0.2628393011817057,0.212382329437013,0.06908449824568738
weak_persistence,17,99,1,PM,0.5805816425409993,0.4658160551618438,0.3370750436556047
weak_persistence,17,99,1,PA,0.23319632539735813,0.1847896254929564,0.05438052617883053
weak_persistence,17,99,1,VAR1,0.22587699897754052,0.17918206249644228,0.05102041866709984
weak_persistence,17,99,1,ARHinc,0.22440748627929186,0.17704853360179681,0.05035871989819057
weak_persistence,17,99,1,KernelARH,0.2249140505752579,0.17905714054379132,0.050586330146169665
weak_persistence,17,99,5,PM,0.6274551924301704,0.516165330348979,0.3937000185075823
weak_persistence,17,99,5,PA,0.240404588719648,0.18323034860771256,0.05779436627746311
weak_persistence,17,99,5,VAR1,0.23003340916229986,0.1762427139549392,0.05291536933083006
weak_persistence,17,99,5,ARHinc,0.22600647717442301,0.17274640270339892,0.051078927724792986
weak_persistence,17,99,5,KernelARH,0.2296510471256543,0.17626348840469178,0.052739603445909486
weak_persistence,17,99,10,PM,0.42569284346357733,0.33876777366569255,0.18121439697610575
weak_persistence,17,99,10,PA,0.28638083390864505,0.23316965480351404,0.08201398203021094
weak_persistence,17,99,10,VAR1,0.2861224707515306,0.23283351496276952,0.08186606826896048
weak_persistence,17,99,10,ARHinc,0.2981906303784106,0.24267013424354192,0.08891765204547387
weak_persistence,17,99,10,KernelARH,0.28674432810870654,0.23309520650034957,0.08222230970251355
weak_persistence,17,100,1,PM,0.3523042102877462,0.2783251703153197,0.12411825658647249
weak_persistence,17,100,1,PA,0.2627421824048919,0.20812370672421657,0.06903345441488548
weak_persistence,17,100,1,VAR1,0.28653395950200344,0.22666816789037617,0.08210170994789574
weak_persistence,17,100,1,ARHinc,0.2628828583389811,0.2098584266771042,0.06910739720847282
weak_persistence,17,100,1,KernelARH,0.2643489647417703,0.21069988676201248,0.0698803751600457
weak_persistence,17,100,5,PM,0.29562409648975163,0.23559449310700856,0.08739360642538198
weak_persistence,17,100,5,PA,0.21909915469886507,0.18078587256223733,0.048004439589757204
weak_persistence,17,100,5,VAR1,0.20324553392431677,0.16593298400833348,0.041308747060180596
weak_persistence,17,100,5,ARHinc,0.20915388382978278,0.17184550720803873,0.04374534712108227
weak_persistence,17,100,5,KernelARH,0.20316394608183755,0.16594960688672936,0.04127558898754379
weak_persistence,17,100,10,PM,0.43539284003528456,0.33586645184849273,0.1895669251539909
weak_persistence,17,100,10,PA,0.38274576371917496,0.3025781433946251,0.1464943196449745
weak_persistence,17,100,10,VAR1,0.37330272790262975,0.296327830029941,0.13935492665954483
weak_persistence,17,100,10,ARHinc,0.3729459795205705,0.2962263018793948,0.1390887036405578
weak_persistence,17,100,10,KernelARH,0.3739204609278707,0.29683267588825846,0.13981651110051127
weak_persistence,17,101,1,PM,0.2916472254053186,0.24046219323360898,0.08505810408662072
weak_persistence,17,101,1,PA,0.2610520170060963,0.19494690345287227,0.06814815558295119
weak_persistence,17,101,1,VAR1,0.24787200103459642,0.1919439394370293,0.06144052889689496
weak_persistence,17,101,1,ARHinc,0.2551370886517923,0.1953956321260585,0.06509493400571253
weak_persistence,17,101,1,KernelARH,0.26407205706722925,0.20181120506167796,0.06973405132371797
weak_persistence,17,101,5,PM,0.33769777619257285,0.27119615607450664,0.11403978804540901
weak_persistence,17,101,5,PA,0.2608806601289295,0.201957488752421,0.06805871882930603
weak_persistence,17,101,5,VAR1,0.24055513614398943,0.18599435846464438,0.05786677352525329
weak_persistence,17,101,5,ARHinc,0.2535748002779525,0.19398589180675063,0.0643001793360035
weak_persistence,17,101,5,KernelARH,0.24034961137223237,0.18598661086593246,0.05776793568678314
weak_persistence,17,101,10,PM,0.6319746926628942,0.5106560312198062,0.3993920121663595
weak_persistence,17,101,10,PA,0.5303699497024474,0.43756386851209944,0.2812922835473766
weak_persistence,17,101,10,VAR1,0.4756540428355317,0.39914287585359537,0.22624676846578584
weak_persistence,17,101,10,ARHinc,0.5238536917440976,0.434373544052921,0.27442269035392
weak_persistence,17,101,10,KernelARH,0.4758789992679628,0.399282283056167,0.22646082194427775
weak_persistence,17,102,1,PM,0.29149392199464963,0.22636000659787853,0.08496870655982287
weak_persistence,17,102,1,PA,0.24107065839436187,0.18924702949378064,0.05811506233869111
weak_persistence,17,102,1,VAR1,0.22619540712187955,0.1790858641039624,0.05116436220303284
weak_persistence,17,102,1,ARHinc,0.24438031679418865,0.1900188030481337,0.059721739236428
weak_persistence,17,102,1,KernelARH,0.23033537842339644,0.18415130512850572,0.05305438655344924
weak_persistence,17,102,5,PM,0.2943433717675726,0.23433405995804224,0.08663802050350344
weak_persistence,17,102,5,PA,0.22753040425150636,0.17477875265980886,0.051770084858853906
weak_persistence,17,102,5,VAR1,0.2192635295036168,0.17000390557408812,0.048076495370383436
weak_persistence,17,102,5,ARHinc,0.22802689648885813,0.17380037133652207,0.051996265522340414
weak_persistence,17,102,5,KernelARH,0.21898766101075495,0.16984083576571735,0.04795559567496132
weak_persistence,17,102,10,PM,0.3766542746012623,0.2985369853610784,0.1418684425754031
weak_persistence,17,102,10,PA,0.20307230523522316,0.16372742521330882,0.04123836115354764
weak_persistence,17,102,10,VAR1,0.2094278806029495,0.16990672909957297,0.04386003717384328
weak_persistence,17,102,10,ARHinc,0.2055073672152508,0.16561665676295842,0.042233277979743945
weak_persistence,17,102,10,KernelARH,0.21002096534242468,0.170354338028918,0.04410880588336395
weak_persistence,17,103,1,PM,0.2698161621581998,0.21968899582866985,0.07280076136177997
weak_persistence,17,103,1,PA,0.23347493808590675,0.1822245795404968,0.05451054671421799
weak_persistence,17,103,1,VAR1,0.22953350592274804,0.1769335266764519,0.05268563034118821
weak_persistence,17,103,1,ARHinc,0.23294051079309092,0.1795579289782017,0.0542612815685461
weak_persistence,17,103,1,KernelARH,0.22888664616622068,0.17715131785910804,0.05238909679322071
weak_persistence,17,103,5,PM,0.3029794173961542,0.25168940865789174,0.09179652736571302
weak_persistence,17,103,5,PA,0.2486731062153592,0.20365416454920895,0.061838313754795315
weak_persistence,17,103,5,VAR1,0.2579170748603054,0.20886884320850357,0.0665212175044964
weak_persistence,17,103,5,ARHinc,0.2520090609087502,0.20604998673012087,0.06350856678011016
weak_persistence,17,103,5,KernelARH,0.2582080589286847,0.20886503620377278,0.0666714016957191
weak_persistence,17,103,10,PM,0.5109287331147518,0.4328803029505871,0.2610481703222453
weak_persistence,17,103,10,PA,0.39101452909847206,0.334792789233159,0.15289236196609987
weak_persistence,17,103,10,VAR1,0.40091598150239344,0.34392206029865724,0.16073362422402748
weak_persistence,17,103,10,ARHinc,0.3914746375317988,0.335750459305818,0.15325239183065323
weak_persistence,17,103,10,KernelARH,0.40190928343479876,0.34464931012139044,0.1615310721110734
weak_persistence,17,104,1,PM,0.2796651839734878,0.23057428297591406,0.07821261512692478
weak_persistence,17,104,1,PA,0.20697954375886415,0.1624050670354896,0.04284053153462756
weak_persistence,17,104,1,VAR1,0.19883575492228786,0.16166822853546584,0.03953565743551612
weak_persistence,17,104,1,ARHinc,0.1989833810152368,0.1560296252263283,0.039594385920254896
weak_persistence,17,104,1,KernelARH,0.19695807512656507,0.15983233620505427,0.03879248335756165
weak_persistence,17,104,5,PM,0.3857904818298708,0.31500743364996975,0.14883429587052385
weak_persistence,17,104,5,PA,0.2629568850322644,0.21946854628139556,0.06914632338587152
weak_persistence,17,104,5,VAR1,0.2810823778662347,0.22825275271908635,0.07900730314693673
weak_persistence,17,104,5,ARHinc,0.26034585855661946,0.21706107846350137,0.06777996606758331
weak_persistence,17,104,5,KernelARH,0.28190623432366924,0.2286694890744295,0.07947112495055152
weak_persistence,17,104,10,PM,0.3994177501376139,0.32717899706264164,0.15953453912499335
