scenario,replication,h,model,RMSE,MAE,ISE
regime_change,852,10,PA,0.2764609195097194,0.22138019594420094,0.07916595617372765
regime_change,852,10,PM,0.35107553676681946,0.27938830855838653,0.12960678431063705
regime_change,852,10,VAR1,0.27331818503760724,0.2194714876655616,0.07713976406996692
regime_change,853,1,ARHinc,0.2639927288782257,0.21227609171460335,0.07332122955134779
regime_change,853,1,KernelARH,0.26369652222231377,0.21220041464593076,0.07337415933469149
regime_change,853,1,PA,0.2656200113883502,0.21358586723288248,0.07435324219664814
regime_change,853,1,PM,0.3054526545409028,0.24453269089017984,0.09781021342499249
regime_change,853,1,VAR1,0.2637489253662596,0.212297780119597,0.07340569734155787
regime_change,853,5,ARHinc,0.2716453473543383,0.218192883214931,0.07743587191859426
regime_change,853,5,KernelARH,0.26854349027858776,0.21613050566058414,0.07607153949884858
regime_change,853,5,PA,0.2735729036363961,0.21958143708549158,0.07855670699433627
regime_change,853,5,PM,0.3372239489576446,0.2664673425399531,0.11840614381239727
regime_change,853,5,VAR1,0.26844721710195135,0.21604762597300478,0.07601192179640656
regime_change,853,10,ARHinc,0.2744582955520642,0.22045725368957858,0.07927891802631716
regime_change,853,10,KernelARH,0.2708356461537932,0.2179039784525761,0.07714664755884224
regime_change,853,10,PA,0.2764393167575694,0.22196523720573427,0.08063099326248084
regime_change,853,10,PM,0.35222365138876077,0.28286814064663834,0.1324076641174066
regime_change,853,10,VAR1,0.2707859160973729,0.21786067858681346,0.07711913575085913
regime_change,854,1,ARHinc,0.2538638222631985,0.2016891581471116,0.06740376668319016
regime_change,854,1,KernelARH,0.2515183162554508,0.19970190396930967,0.06618623802170841
regime_change,854,1,PA,0.2553637782620895,0.20304563246829616,0.06821386900535586
regime_change,854,1,PM,0.3070292588573329,0.24621950780537322,0.09709029807105271
regime_change,854,1,VAR1,0.2515463182638094,0.19974491385645032,0.06619887676628917
regime_change,854,5,ARHinc,0.25415826217411697,0.20216207123872076,0.0676763658767487
regime_change,854,5,KernelARH,0.2519224129653614,0.20019347870763277,0.06643351836375029
regime_change,854,5,PA,0.25696656575457444,0.2043038443544093,0.06915063429878958
regime_change,854,5,PM,0.33692644322892307,0.2711076002264344,0.11971868804299073
regime_change,854,5,VAR1,0.2518813495578343,0.20016787020534144,0.06641476570896025
regime_change,854,10,ARHinc,0.25430427775843867,0.20207271256782205,0.06761833747550576
regime_change,854,10,KernelARH,0.2529011235081504,0.2009688187847676,0.06691833316279312
regime_change,854,10,PA,0.25664871855338,0.2040756449072451,0.06884793889983129
regime_change,854,10,PM,0.3358694055659995,0.2681659843537915,0.11758460777452542
regime_change,854,10,VAR1,0.2528413435122989,0.20092840391690803,0.0668899456589436
regime_change,855,1,ARHinc,0.24931251108874705,0.19956277204190384,0.06479891288849574
regime_change,855,1,KernelARH,0.24675344722351863,0.1974702634389044,0.06359407203511826
regime_change,855,1,PA,0.25060260546877994,0.2003486658669336,0.06535755775223383
regime_change,855,1,PM,0.30790394796539594,0.24512645441650655,0.09875816533010108
regime_change,855,1,VAR1,0.2464371095672553,0.19713357903624848,0.06338770364607657
regime_change,855,5,ARHinc,0.24953505307013307,0.19986717899899728,0.064934261334938
regime_change,855,5,KernelARH,0.2474334915544009,0.19799273747314464,0.06407157719552545
regime_change,855,5,PA,0.2515002782150075,0.2013955226064517,0.06587202465773898
regime_change,855,5,PM,0.33070639112288225,0.2632357083602963,0.11452850092094273
regime_change,855,5,VAR1,0.24742601417363203,0.19797717873652884,0.06406016229425604
regime_change,855,10,ARHinc,0.2524901034996627,0.20167132655322484,0.06706040295709714
regime_change,855,10,KernelARH,0.2499512482737752,0.20014674534842183,0.06592745816180563
regime_change,855,10,PA,0.254257840069085,0.20312227761544868,0.06785992788673026
regime_change,855,10,PM,0.34251964814460334,0.2724782961750641,0.12305005809516643
regime_change,855,10,VAR1,0.2499179507308916,0.20010522204161613,0.0658959551026855
regime_change,856,1,ARHinc,0.26397060188839894,0.21249343331694448,0.07380146304430377
regime_change,856,1,KernelARH,0.2661238030934878,0.21404865425750122,0.07535027027718286
regime_change,856,1,PA,0.26692037061755597,0.21480957740530465,0.0753870389596318
regime_change,856,1,PM,0.2995155791142556,0.24016978383289356,0.09294929297868378
regime_change,856,1,VAR1,0.2682624464830464,0.21559244258208238,0.07655481097125404
regime_change,856,5,ARHinc,0.2726344739273582,0.21917573367815205,0.07907042096304692
regime_change,856,5,KernelARH,0.27042484806820377,0.2177891533720331,0.07800569313200656
regime_change,856,5,PA,0.2741677622224831,0.22012774528195758,0.07980189505778151
regime_change,856,5,PM,0.34375345911254895,0.27498412944087375,0.1250121904101515
regime_change,856,5,VAR1,0.2704638522096054,0.2178092147910274,0.07802653963221542
regime_change,856,10,ARHinc,0.2725200478221507,0.21912846850955117,0.07971590186022369
regime_change,856,10,KernelARH,0.26835324769513125,0.2160354395767466,0.07766437936395389
regime_change,856,10,PA,0.27512056430701276,0.22095280325550407,0.08116532368891852
regime_change,856,10,PM,0.3527618609045225,0.28214486475889183,0.13116737304788817
regime_change,856,10,VAR1,0.26835280547091583,0.21601925105653264,0.077660167565908
regime_change,857,1,ARHinc,0.2547668688239894,0.20435534541661668,0.06810173830870177
regime_change,857,1,KernelARH,0.25409990445552877,0.20403813084444858,0.06784893140300542
regime_change,857,1,PA,0.2565408934821174,0.2060281981929523,0.06899599142339861
regime_change,857,1,PM,0.2986083945476463,0.23883603169360612,0.09152085875231727
regime_change,857,1,VAR1,0.25410400280943884,0.20400539190815928,0.06787162687628659
regime_change,857,5,ARHinc,0.2573778562634469,0.20630097431306124,0.06977535950745611
regime_change,857,5,KernelARH,0.2554820391978555,0.20493537651373556,0.06877086496542976
regime_change,857,5,PA,0.2590333363956653,0.20746516251356564,0.0705963202230687
regime_change,857,5,PM,0.3387043880702256,0.26876189744974205,0.12041965897221622
regime_change,857,5,VAR1,0.2554732169301419,0.20493073173518497,0.06876416184273773
regime_change,857,10,ARHinc,0.2560414095240389,0.20566016406254037,0.06876433722343826
regime_change,857,10,KernelARH,0.2555717923164506,0.20504091686406856,0.06887418271581142
regime_change,857,10,PA,0.25833556543528047,0.20739978845869364,0.0699394259150263
regime_change,857,10,PM,0.3268305267855811,0.2600394784564979,0.1124243340021899
regime_change,857,10,VAR1,0.2555766819989898,0.20504583667418516,0.06887701231970622
regime_change,858,1,ARHinc,0.25714281957447005,0.20455574747584174,0.06978685870729237
regime_change,858,1,KernelARH,0.2569743290671658,0.20474648826610997,0.06983499191391383
regime_change,858,1,PA,0.2590272738805396,0.20621509419969727,0.07084693131183648
regime_change,858,1,PM,0.3036815909476674,0.24254353344973278,0.09533782014455647
regime_change,858,1,VAR1,0.25779259811301264,0.2053650539704621,0.07040785247227326
regime_change,858,5,ARHinc,0.25879681171047636,0.20646706522825892,0.07068449751090473
regime_change,858,5,KernelARH,0.25905933231617007,0.20689170923590763,0.07099040173470451
regime_change,858,5,PA,0.2605614660301553,0.20791232047206085,0.07153945320773254
regime_change,858,5,PM,0.33078624919611943,0.26231026869891433,0.11484396524884295
regime_change,858,5,VAR1,0.259018265422434,0.2068551293483339,0.07096716680107941
regime_change,858,10,ARHinc,0.2623870723883066,0.2090929717371509,0.07279623752051917
regime_change,858,10,KernelARH,0.260192535906932,0.20759482008775593,0.07171031149083382
regime_change,858,10,PA,0.2648543444260141,0.21090589998237338,0.07410932367138721
regime_change,858,10,PM,0.34847554507915923,0.27524239704634196,0.12717918772191056
regime_change,858,10,VAR1,0.26016935703859456,0.20756993869329868,0.07169718812396386
regime_change,859,1,ARHinc,0.2589886138553451,0.2054173807476047,0.06962709454952568
regime_change,859,1,KernelARH,0.2579637137109054,0.20470498062593218,0.06916858669420883
regime_change,859,1,PA,0.2611491805973693,0.2069837304639502,0.07070413106102433
regime_change,859,1,PM,0.3053487488818698,0.24222653115929516,0.09653871831595288
regime_change,859,1,VAR1,0.25809395565732535,0.2048908086147066,0.06924284418695505
regime_change,859,5,ARHinc,0.26135249235855224,0.2076608975819497,0.07095206307175103
regime_change,859,5,KernelARH,0.25929842269145753,0.20572526151555842,0.06992504530102651
regime_change,859,5,PA,0.26280046076907454,0.20881325872597628,0.07165288513163427
regime_change,859,5,PM,0.3421098686447213,0.2734715958918628,0.1225386052453349
regime_change,859,5,VAR1,0.25929974634901753,0.2057299012807486,0.06992277382546455
regime_change,859,10,ARHinc,0.2672284429234335,0.21241800939350255,0.07440633899310516
regime_change,859,10,KernelARH,0.26433021230962817,0.21001565065920844,0.07283135463311097
regime_change,859,10,PA,0.2692596592396471,0.21389356123993658,0.07556400578950118
regime_change,859,10,PM,0.3387929699153333,0.26876369178619414,0.11987141451606978
regime_change,859,10,VAR1,0.26429829339601046,0.20998968028688492,0.0728139121318375
regime_change,860,1,ARHinc,0.27404134639139033,0.2195714043697206,0.08055298666139057
regime_change,860,1,KernelARH,0.27292459170275324,0.21838838458573454,0.07994209889807377
regime_change,860,1,PA,0.27550969470204534,0.22017696684431198,0.08123953297978613
regime_change,860,1,PM,0.3236808982564384,0.25945746102776707,0.11141300542259863
regime_change,860,1,VAR1,0.2733862504255222,0.21875497164951044,0.08013171495304024
regime_change,860,5,ARHinc,0.27342340351046623,0.21847245800325066,0.08021734826989553
regime_change,860,5,KernelARH,0.27247214190076197,0.21798453526037959,0.07979844565754267
regime_change,860,5,PA,0.27596895446358594,0.22026098287351706,0.0816413038437859
regime_change,860,5,PM,0.3524786010409681,0.28141529992037073,0.13393914591228764
regime_change,860,5,VAR1,0.2725240435200616,0.21800687712857608,0.07983175603030582
regime_change,860,10,ARHinc,0.2769349221913484,0.22151017000443562,0.08219984430347928
regime_change,860,10,KernelARH,0.2734148736099725,0.2189141907103579,0.08026394332260574
regime_change,860,10,PA,0.2784899327960762,0.22287875931202505,0.08308092612689455
regime_change,860,10,PM,0.3663018674545972,0.29244010573824364,0.14485591141939103
regime_change,860,10,VAR1,0.27350582435663673,0.21897176177965783,0.08031841957275482
regime_change,861,1,ARHinc,0.26545851751595423,0.2123803045169346,0.0749323277852468
regime_change,861,1,KernelARH,0.26510107416887263,0.21226361960549842,0.07489758410737551
regime_change,861,1,PA,0.26956081504009477,0.2156307837104075,0.07735574118529062
regime_change,861,1,PM,0.3152516985174474,0.2518066459640459,0.10543421541339168
regime_change,861,1,VAR1,0.26470795522802343,0.2118314135969598,0.0745661025244075
regime_change,861,5,ARHinc,0.27168832156085615,0.21730492135372126,0.07901166804150915
regime_change,861,5,KernelARH,0.2687781943445861,0.2150293312617923,0.07710477937766433
regime_change,861,5,PA,0.27416721542446,0.21935472148423169,0.08060126592930578
regime_change,861,5,PM,0.3427286375164586,0.27389361048693184,0.12573788077604675
regime_change,861,5,VAR1,0.2687435004092717,0.21500187223649597,0.07706922811042917
regime_change,861,10,ARHinc,0.27298942062525716,0.21791947966097758,0.07934608300244886
regime_change,861,10,KernelARH,0.26969278375700284,0.21556135747565514,0.07757580037484801
regime_change,861,10,PA,0.2749975487626378,0.21945630373591749,0.08048816751890307
regime_change,861,10,PM,0.35647683284665843,0.28346078008256564,0.1361539556640942
regime_change,861,10,VAR1,0.26961661918399743,0.21550153059586358,0.07752080259823768
regime_change,862,1,ARHinc,0.25410835199811843,0.20329243045121428,0.06857360698191839
regime_change,862,1,KernelARH,0.2534830479218349,0.20277652600485785,0.06808594031127035
regime_change,862,1,PA,0.25698311724010076,0.2053492418171945,0.07028507692119823
regime_change,862,1,PM,0.31039217075737924,0.24916954348555628,0.10013039712229505
regime_change,862,1,VAR1,0.2539032854145329,0.20320884636112446,0.06838139455225034
regime_change,862,5,ARHinc,0.2581045010022776,0.2065234775233378,0.07063826657321869
regime_change,862,5,KernelARH,0.25539674911918353,0.20449884258247575,0.06914181688607357
regime_change,862,5,PA,0.26039469642503604,0.2082480767007554,0.07196933869207225
regime_change,862,5,PM,0.3380385226622617,0.26883818850899366,0.12184889450561297
regime_change,862,5,VAR1,0.2553791451517593,0.20448597163502266,0.06913240882181822
regime_change,862,10,ARHinc,0.26016243675247974,0.2084597677579287,0.07163985792063259
regime_change,862,10,KernelARH,0.25686250446940656,0.20579888049348538,0.06991840484633174
regime_change,862,10,PA,0.2623722328946906,0.21018658003503693,0.07293336859624315
regime_change,862,10,PM,0.3496940245692688,0.2779035878675221,0.128662843755273
regime_change,862,10,VAR1,0.2568231698294325,0.20576950127085114,0.06990289994169042
regime_change,863,1,ARHinc,0.27161921803780925,0.21661340057293013,0.07831344772435392
regime_change,863,1,KernelARH,0.2699229161440489,0.2154253955538571,0.07763427690009049
regime_change,863,1,PA,0.27349871041801405,0.21788340958351604,0.07934768172129013
regime_change,863,1,PM,0.31484307860681254,0.2519834084971919,0.10429379631668308
regime_change,863,1,VAR1,0.27215819422748966,0.21726824450359586,0.07886897918133401
regime_change,863,5,ARHinc,0.2734277746866996,0.2182028895000143,0.08013407923885073
regime_change,863,5,KernelARH,0.2716441798267276,0.21691335221595962,0.07892659481432496
regime_change,863,5,PA,0.2755717905751743,0.21984569621877226,0.08145933183258672
regime_change,863,5,PM,0.3585052311652805,0.28637952019438107,0.138038431001076
regime_change,863,5,VAR1,0.27162479819783897,0.21689636720423605,0.07890361056907819
regime_change,863,10,ARHinc,0.27511017459200793,0.2193950031965557,0.08080506353559803
regime_change,863,10,KernelARH,0.27250184539200106,0.2175598450243048,0.07936561871921474
regime_change,863,10,PA,0.27792410789480776,0.22153004268368684,0.08239657225772978
regime_change,863,10,PM,0.36672389883377837,0.2923796915140305,0.1434876937349232
regime_change,863,10,VAR1,0.27251602585198653,0.21757188855621826,0.07936259207912841
regime_change,864,1,ARHinc,0.27043037708139195,0.21699105787983813,0.07745294514336572
regime_change,864,1,KernelARH,0.2687159285371172,0.21556267855221203,0.0766428606399742
regime_change,864,1,PA,0.2732734668543446,0.21906438919881277,0.07922000609982513
regime_change,864,1,PM,0.3103206941851173,0.24896794793052723,0.10042389354040575
regime_change,864,1,VAR1,0.26886437442580324,0.2155571114225504,0.0767859857053191
regime_change,864,5,ARHinc,0.2792809776942746,0.22402632271578204,0.08316387191046645
regime_change,864,5,KernelARH,0.2728987510406969,0.21870664085315036,0.07909497186730759
regime_change,864,5,PA,0.28030561578438123,0.224635291345174,0.08362632870837497
regime_change,864,5,PM,0.3560391591598087,0.2868029101488761,0.13780351124509677
regime_change,864,5,VAR1,0.27292366799732865,0.21872061264787024,0.07910393637034256
regime_change,864,10,ARHinc,0.27943038702941947,0.22388139702833987,0.08288439809272419
regime_change,864,10,KernelARH,0.27719732654620494,0.22213374789407617,0.08141942370477655
regime_change,864,10,PA,0.28186758168780984,0.2257633629901145,0.08469417012601696
regime_change,864,10,PM,0.37908257993927424,0.3044888244104652,0.1528577561979197
regime_change,864,10,VAR1,0.27725017477537006,0.22216643961813348,0.08144932950174702
regime_change,865,1,ARHinc,0.26139736016849774,0.20779318675361516,0.07265728578917623
regime_change,865,1,KernelARH,0.2591528603820311,0.2061557679158058,0.0714875750770166
regime_change,865,1,PA,0.26376057756303223,0.20965268653016114,0.0739563428539593
regime_change,865,1,PM,0.3121879831062023,0.249588795678649,0.10148112293969257
regime_change,865,1,VAR1,0.2597309600273774,0.20666455650652693,0.07177640432761045
regime_change,865,5,ARHinc,0.2635833291976647,0.20920453924327212,0.07392343877231207
regime_change,865,5,KernelARH,0.26084386470378823,0.20707296170509687,0.07239703029733355
regime_change,865,5,PA,0.26501450312555425,0.21010897078237334,0.07468992442408617
regime_change,865,5,PM,0.34823361864158375,0.2753859073466805,0.12854884163180613
regime_change,865,5,VAR1,0.2608533134385298,0.2070798630061293,0.07239994177802583
regime_change,865,10,ARHinc,0.26436689140509567,0.21029647664476697,0.07424163892626608
regime_change,865,10,KernelARH,0.2631399508893201,0.20918970629384426,0.0735721357645116
regime_change,865,10,PA,0.26639705494129895,0.21209753505089055,0.07527367779317062
regime_change,865,10,PM,0.3345881876002796,0.26578618958727734,0.11802114109572873
regime_change,865,10,VAR1,0.26316088583177377,0.20920042632208585,0.07358308964594033
regime_change,866,1,ARHinc,0.27533945392612635,0.22120911007974448,0.08069534227911467
regime_change,866,1,KernelARH,0.275655484878577,0.22164241386598307,0.08081635467448206
regime_change,866,1,PA,0.2776213651982147,0.22299236404619985,0.08198221788375283
regime_change,866,1,PM,0.30873244721342,0.24696866691287098,0.09942098809829833
regime_change,866,1,VAR1,0.27655910197489275,0.22240333079554686,0.08134166322213066
regime_change,866,5,ARHinc,0.2832794467040887,0.22779696746163566,0.08562472289646422
regime_change,866,5,KernelARH,0.27901836787616174,0.2244150213662043,0.08301184652318204
regime_change,866,5,PA,0.28587293413693055,0.2296522436843491,0.08714351022489028
regime_change,866,5,PM,0.3524801211137095,0.2819229753948082,0.13111870980128235
regime_change,866,5,VAR1,0.27902718452338765,0.22443081045758945,0.08301484473809213
regime_change,866,10,ARHinc,0.28380392651717257,0.228678208643566,0.08605123282855899
regime_change,866,10,KernelARH,0.28191563428265726,0.22677224306081653,0.08504566266910253
regime_change,866,10,PA,0.286827930767263,0.23109455742616244,0.08794937030098574
regime_change,866,10,PM,0.3499645308080551,0.2810565344683269,0.12972320578693838
regime_change,866,10,VAR1,0.2818962512590378,0.22676338085066094,0.0850292737712747
regime_change,867,1,ARHinc,0.2613056953521935,0.21062280829482033,0.07235880863240426
regime_change,867,1,KernelARH,0.2604704395824552,0.21014505718256482,0.07224118421578331
regime_change,867,1,PA,0.2628681157043842,0.21214400971711014,0.0733103493893432
regime_change,867,1,PM,0.2940750948194916,0.23652954405710572,0.08943451566540442
regime_change,867,1,VAR1,0.2605096588215989,0.21013864514388952,0.0723112658457683
regime_change,867,5,ARHinc,0.2676782290766862,0.21553037964005856,0.07683964273046345
regime_change,867,5,KernelARH,0.26504334730871165,0.21362585997404115,0.07541813492180319
regime_change,867,5,PA,0.2695169883043936,0.21706431930954573,0.07791316268269796
regime_change,867,5,PM,0.3285948854542152,0.2630888751562252,0.11318890957218253
regime_change,867,5,VAR1,0.26510329491118495,0.21368283292578247,0.07545733724354128
regime_change,867,10,ARHinc,0.26742511411393893,0.21527641802537226,0.07652384906784099
regime_change,867,10,KernelARH,0.2642107589357029,0.21274196254838668,0.0749669530855378
regime_change,867,10,PA,0.2698757728791937,0.21731902691495736,0.07781853421689623
regime_change,867,10,PM,0.34216755856184755,0.27385359355475936,0.12197304494816175
regime_change,867,10,VAR1,0.26428403829267055,0.21281008273721,0.07501294490909745
regime_change,868,1,ARHinc,0.26527491995585134,0.21236821402899164,0.07381937733651736
regime_change,868,1,KernelARH,0.26680136206831445,0.21356922308600645,0.07491150237923092
regime_change,868,1,PA,0.26778243075395275,0.21451165641541026,0.0753028130572633
regime_change,868,1,PM,0.30740644884827195,0.24514591111564876,0.09723330414292074
regime_change,868,1,VAR1,0.2673449761742375,0.21411786776952335,0.07527489734069373
regime_change,868,5,ARHinc,0.27009375453653667,0.21667760979070166,0.07645113301578069
regime_change,868,5,KernelARH,0.26836520666093255,0.21476965133700143,0.07604850656862823
regime_change,868,5,PA,0.272453477708631,0.21843726294667998,0.07768247729037343
regime_change,868,5,PM,0.3437455762213372,0.2724466037646396,0.12310980927853914
regime_change,868,5,VAR1,0.268393456346192,0.21479924104154463,0.07606528882336687
regime_change,868,10,ARHinc,0.27352217469049206,0.2186938822356512,0.07907581042209114
regime_change,868,10,KernelARH,0.270957406575084,0.21709700203948265,0.07760295016008198
regime_change,868,10,PA,0.2762557548450292,0.2208021750645459,0.08063467597553463
regime_change,868,10,PM,0.3560914188057451,0.28350442519640484,0.13401303776734594
regime_change,868,10,VAR1,0.2709403412945441,0.2170849631128253,0.07759541685823336
regime_change,869,1,ARHinc,0.26461271825099236,0.21134623738228808,0.0744455348142281
regime_change,869,1,KernelARH,0.26338557144654606,0.21081829301688565,0.07369428682071899
regime_change,869,1,PA,0.26613295738280196,0.2124299693423139,0.07534703197163578
regime_change,869,1,PM,0.3143390399146495,0.25201066129985217,0.10345309343610049
regime_change,869,1,VAR1,0.26442764187850726,0.2116194952136998,0.07430424596566755
regime_change,869,5,ARHinc,0.26950684913151307,0.21637658752961442,0.07743648397425676
regime_change,869,5,KernelARH,0.26891605788026746,0.2158803301831297,0.07715257576431045
regime_change,869,5,PA,0.2709234038577947,0.21714943913792287,0.07832479421628943
regime_change,869,5,PM,0.34859706806390295,0.2790628128457366,0.1298617032378905
regime_change,869,5,VAR1,0.268968258428722,0.21593268789890063,0.07718231138757375
regime_change,869,10,ARHinc,0.2767385710629162,0.22237727951593778,0.08164535535480824
regime_change,869,10,KernelARH,0.2717828242515608,0.21812779679251762,0.07880106185644692
regime_change,869,10,PA,0.28012479649590794,0.2252294666815413,0.08345735961376795
regime_change,869,10,PM,0.3700087696693463,0.29665999870875004,0.14459359459256907
regime_change,869,10,VAR1,0.27184743188641736,0.21819672991599423,0.07884301965766799
regime_change,870,1,ARHinc,0.28262491570232734,0.226527219024996,0.08507620455592445
regime_change,870,1,KernelARH,0.2832047409015935,0.2269839033308968,0.08583895558580594
regime_change,870,1,PA,0.2842121463313926,0.22760526864726188,0.08608069307344966
regime_change,870,1,PM,0.3068429138716374,0.2454369343456135,0.09703160618459768
regime_change,870,1,VAR1,0.2840090067323042,0.22739487720673282,0.0862161954402799
regime_change,870,5,ARHinc,0.28957483012056817,0.23224503235555546,0.08968640233371325
regime_change,870,5,KernelARH,0.2886082318979164,0.23147201290986677,0.08926911479645487
regime_change,870,5,PA,0.29161919982508716,0.2338380264716519,0.09088351101411564
regime_change,870,5,PM,0.34538897521817025,0.2758450577333143,0.12689050761698428
regime_change,870,5,VAR1,0.28861835278625597,0.23148712396857082,0.08926925132968683
regime_change,870,10,ARHinc,0.28895178960247403,0.23167696541557398,0.08863773327641311
regime_change,870,10,KernelARH,0.28847388740579327,0.23135656556064985,0.08835771568754038
regime_change,870,10,PA,0.290672509294116,0.23299076194530505,0.08965401502278302
regime_change,870,10,PM,0.3525465456098803,0.2797339457890486,0.13112530818688609
regime_change,870,10,VAR1,0.2885496657340604,0.23142770097182294,0.08839830628322451
regime_change,871,1,ARHinc,0.2831562743638756,0.22814728061918546,0.08558326102327556
regime_change,871,1,KernelARH,0.28369548287464696,0.22878812280149782,0.08614238987836234
regime_change,871,1,PA,0.2843937072806248,0.22905050727990317,0.0863210887481794
regime_change,871,1,PM,0.31323038139568526,0.2519184342840675,0.10211184730651973
regime_change,871,1,VAR1,0.28375457836511503,0.22882829850451952,0.08628111518238858
regime_change,871,5,ARHinc,0.2911555953486784,0.23518967325293424,0.09057968850889989
regime_change,871,5,KernelARH,0.289337397604318,0.23364513779403118,0.08996445204435337
regime_change,871,5,PA,0.2934639654427765,0.23690957061099727,0.09209166853319563
regime_change,871,5,PM,0.3631012437665922,0.29132079077180884,0.1393034975088832
regime_change,871,5,VAR1,0.2892911457878821,0.23360514069070762,0.08992222233770292
regime_change,871,10,ARHinc,0.2957454205179556,0.23884311575559938,0.09424012937597985
regime_change,871,10,KernelARH,0.2930111143254641,0.2365233371242132,0.09256188166300382
regime_change,871,10,PA,0.2974206775028208,0.24019151695837354,0.09533476275847566
regime_change,871,10,PM,0.36517464307000796,0.29190088451581947,0.14097599341668368
regime_change,871,10,VAR1,0.2929671415983188,0.23648183049928712,0.0925215803703413
regime_change,872,1,ARHinc,0.26344438877596843,0.20925303390378025,0.07189675657917612
regime_change,872,1,KernelARH,0.2602730678632307,0.20664796707455338,0.07031203645789376
regime_change,872,1,PA,0.265497895090194,0.21096752903431285,0.07305538590453758
regime_change,872,1,PM,0.2992725974519177,0.2394086852659372,0.0921591300546162
regime_change,872,1,VAR1,0.2610847454712256,0.20735904958855983,0.07069464695017517
regime_change,872,5,ARHinc,0.2681808753985219,0.21295928676621198,0.07554955553516206
regime_change,872,5,KernelARH,0.26514998270792484,0.21054320398024134,0.07364443637060249
regime_change,872,5,PA,0.27006178157034194,0.21452741654201388,0.07652448321399731
regime_change,872,5,PM,0.3340855700878606,0.26500583550162365,0.11607282891324136
regime_change,872,5,VAR1,0.26518298603421914,0.21056060414974936,0.07367494118209003
regime_change,872,10,ARHinc,0.26466543805873355,0.20997013979432225,0.07340993969369257
regime_change,872,10,KernelARH,0.26309909577665347,0.20884972718468856,0.07265869646940824
regime_change,872,10,PA,0.2663187286011464,0.2112593230898898,0.07447307214056664
regime_change,872,10,PM,0.34179925667136046,0.269071506659082,0.12248874938561323
regime_change,872,10,VAR1,0.26314439769826586,0.20888514089636084,0.07269159300305515
regime_change,873,1,ARHinc,0.2676312715580018,0.21451088172178467,0.07618783182665873
regime_change,873,1,KernelARH,0.2674900687698347,0.21417577159309845,0.0763463788063019
regime_change,873,1,PA,0.2703858875669704,0.21715506072602422,0.07794603827371943
regime_change,873,1,PM,0.3013508127014756,0.24178867208685328,0.09272574286096973
regime_change,873,1,VAR1,0.26725779838006475,0.21372475585872014,0.07613769115752683
regime_change,873,5,ARHinc,0.27455400844043576,0.22003400940518095,0.08067504926286406
regime_change,873,5,KernelARH,0.2702771391260977,0.21677102204237486,0.07820630588650151
regime_change,873,5,PA,0.2773594946055008,0.2222640606512478,0.0823960631901282
regime_change,873,5,PM,0.3405188254414963,0.268930275619768,0.12209928419067333
regime_change,873,5,VAR1,0.27023154419652556,0.21673851637940103,0.07818380011503823
regime_change,873,10,ARHinc,0.2799993197026297,0.22506908380190402,0.08418115853485392
regime_change,873,10,KernelARH,0.2722422311496906,0.21870877789116952,0.07943788118055103
regime_change,873,10,PA,0.2831355519629995,0.2273168239838896,0.08605629593810918
regime_change,873,10,PM,0.3700984725863256,0.2947492359960341,0.14539194060107477
regime_change,873,10,VAR1,0.2721956562985373,0.21866702202469956,0.07940937664912101
regime_change,874,1,ARHinc,0.2669205873017068,0.21313321386361447,0.07554401130054392
regime_change,874,1,KernelARH,0.2643841590732065,0.2114067902331973,0.07435441326921186
regime_change,874,1,PA,0.2688666708676315,0.2148460775757704,0.07648105590834549
regime_change,874,1,PM,0.3059588546530585,0.2436325122557248,0.09736744076941861
regime_change,874,1,VAR1,0.26525932077538594,0.21218498596861107,0.07493154124292556
regime_change,874,5,ARHinc,0.26903623069644766,0.21485857649379406,0.07721830063352589
regime_change,874,5,KernelARH,0.2660665200849698,0.21281444728497412,0.07568224121253368
regime_change,874,5,PA,0.2717553831426908,0.21711033319000875,0.07863122380879486
regime_change,874,5,PM,0.3366355587811081,0.26919865320403286,0.12173272235561906
regime_change,874,5,VAR1,0.26613436208278857,0.21286770842074257,0.07573342589063793
regime_change,874,10,ARHinc,0.2706113681511497,0.2163273496909441,0.07877785648391326
regime_change,874,10,KernelARH,0.2670514782094572,0.21353099695732108,0.07666608977955672
regime_change,874,10,PA,0.27448726100970233,0.21952129450356395,0.08090032764244122
regime_change,874,10,PM,0.36578683266883577,0.2928372315710603,0.14203337690495932
regime_change,874,10,VAR1,0.2671472401405979,0.2136122967857566,0.0767340080028605
regime_change,875,1,ARHinc,0.2690966302276605,0.21441031174400976,0.07571547476787
regime_change,875,1,KernelARH,0.268293463899907,0.21391392327675457,0.07526889492291806
regime_change,875,1,PA,0.27136767377501575,0.21647127202911484,0.07716660500626107
regime_change,875,1,PM,0.3065510183981887,0.24421462207679753,0.09746365654118345
regime_change,875,1,VAR1,0.26816315302835964,0.21395523520610488,0.07519010486565972
regime_change,875,5,ARHinc,0.2742659903740121,0.21894951737037213,0.07873026916884264
regime_change,875,5,KernelARH,0.27247004343906256,0.2174499460224452,0.07776232274853485
regime_change,875,5,PA,0.2765868240598094,0.2209220696321506,0.08002133470125988
regime_change,875,5,PM,0.34324273817232814,0.27384813092466725,0.12427474628626597
regime_change,875,5,VAR1,0.2724178122208048,0.2174029827842591,0.07773328567934122
regime_change,875,10,ARHinc,0.2784672005574946,0.22253048973598763,0.08284903294706183
