scenario,replication,h,model,RMSE,MAE,ISE
strong_persistence,256,1,KernelARH,0.22587588090470961,0.18421107825088331,0.05712780477908834
strong_persistence,256,1,PA,0.2220996580294305,0.1811410233377571,0.055308467478143844
strong_persistence,256,1,PM,0.10817150144403771,0.08421704914633228,0.012108652673317316
strong_persistence,256,1,VAR1,0.22584236777615868,0.18406534791274543,0.05710412483146749
strong_persistence,256,5,ARHinc,0.23149215551058586,0.18854328692916955,0.05921143355641527
strong_persistence,256,5,KernelARH,0.2363268415509575,0.1926670362987977,0.062161059332343255
strong_persistence,256,5,PA,0.23266595341877797,0.18937847648283876,0.05991563470111
strong_persistence,256,5,PM,0.1582253160082076,0.12002311626183594,0.027299981359611425
strong_persistence,256,5,VAR1,0.23668111316689944,0.19296536443447543,0.06232152601295213
strong_persistence,256,10,ARHinc,0.24005455279001323,0.19518712912599004,0.0642656940398935
strong_persistence,256,10,KernelARH,0.2436483402391153,0.1986998790370633,0.06600786918184123
strong_persistence,256,10,PA,0.2412896527987869,0.19627277195106568,0.06496759946147976
strong_persistence,256,10,PM,0.18909599716601908,0.143744023816259,0.04117342041823749
strong_persistence,256,10,VAR1,0.24400312847684943,0.1990057189081163,0.06618598213344479
strong_persistence,257,1,ARHinc,0.1827104395142336,0.144607105669146,0.03675738624463233
strong_persistence,257,1,KernelARH,0.1846084146883399,0.14582151332857402,0.03750352608597742
strong_persistence,257,1,PA,0.18304637446577857,0.1446755992576757,0.036944482518414076
strong_persistence,257,1,PM,0.11123681598000933,0.08559034861659842,0.012820041360997283
strong_persistence,257,1,VAR1,0.18523897419337956,0.14666849634206716,0.03778930234450357
strong_persistence,257,5,ARHinc,0.19106238598527764,0.15186884059903008,0.0401471708842515
strong_persistence,257,5,KernelARH,0.19113302780205146,0.15195992723108484,0.04008101781415461
strong_persistence,257,5,PA,0.19187980590241493,0.1525462369998049,0.04047080348329017
strong_persistence,257,5,PM,0.17088335730401216,0.12450791298165223,0.03169344527080764
strong_persistence,257,5,VAR1,0.1911936740730082,0.1520235832729928,0.04011218100751854
strong_persistence,257,10,ARHinc,0.1969713542870659,0.1567099028675015,0.042459215482854765
strong_persistence,257,10,KernelARH,0.1976135848787581,0.15748078741431404,0.04267923915092025
strong_persistence,257,10,PA,0.19773167485832857,0.15740880610841382,0.042790883582196335
strong_persistence,257,10,PM,0.19619621211373817,0.1433817606816749,0.04303421426701102
strong_persistence,257,10,VAR1,0.19775510223616902,0.1576127232977525,0.04274743558023409
strong_persistence,258,1,ARHinc,0.1683557999315389,0.13195381523686925,0.031271595778751826
strong_persistence,258,1,KernelARH,0.17072395556805936,0.1340413137362352,0.032519000080674654
strong_persistence,258,1,PA,0.17026084622344087,0.13345584533590116,0.031924507010461345
strong_persistence,258,1,PM,0.10680551256635153,0.08323266969553186,0.011668801612015788
strong_persistence,258,1,VAR1,0.17056358578729303,0.13382057751268733,0.032471868441747515
strong_persistence,258,5,ARHinc,0.17420079222806173,0.1373680992973479,0.03374095252848638
strong_persistence,258,5,KernelARH,0.17560332550005484,0.13853513221681812,0.03463567957037446
strong_persistence,258,5,PA,0.17520508101366364,0.13809097321709674,0.034183599684036295
strong_persistence,258,5,PM,0.16048222093809172,0.1251950632780846,0.028517737755607543
strong_persistence,258,5,VAR1,0.17559250188192124,0.13853161533844374,0.03463633734970598
strong_persistence,258,10,ARHinc,0.1796017738514694,0.14198208789539593,0.036098633831186756
strong_persistence,258,10,KernelARH,0.17847412513259459,0.14108526472041297,0.035788047216758
strong_persistence,258,10,PA,0.18102608718653537,0.14319202698641673,0.03663169436355309
strong_persistence,258,10,PM,0.1970703881476185,0.15471640599337974,0.04411690936526013
strong_persistence,258,10,VAR1,0.17848047276887116,0.14110086373178282,0.03579485511874879
strong_persistence,259,1,ARHinc,0.2057278108660267,0.16813657337037588,0.0464664318810925
strong_persistence,259,1,KernelARH,0.21345458231365075,0.17451968027566045,0.05001320549381104
strong_persistence,259,1,PA,0.20644394398246604,0.16857279814482312,0.04697535503969582
strong_persistence,259,1,PM,0.10576530929296506,0.08236890404489125,0.011481950073892248
strong_persistence,259,1,VAR1,0.21249274382314035,0.17368790443248522,0.04945792258562773
