W,Score,Gap_vs_PM
44,1.002070923206473,0.7137418661966327
66,1.018208114483023,0.7039266145854105
88,1.0407288212420212,0.6955240005824157
110,1.0628931935883215,0.6991648785654843
132,1.0816964483363218,0.6890202855307183
154,1.0887029307311444,0.6695236309790386
176,1.0972463074973355,0.6353450608596497
198,1.1106586448717521,0.5844635486223289
