h,K0,r_spec_med,r_spec_max,ratio_norm_med,ratio_norm_p95
1,4,0.9259515555515111,1.301913249669962,3.311225840499675,7.624621481447811
5,4,0.9259515555515111,1.301913249669962,4.59467630489886,18.323824666161695
10,4,0.9259515555515111,1.301913249669962,3.80261786039549,25.061027940304967
