h,K0,r_spec_med,r_spec_max,ratio_norm_med,ratio_norm_p95
1,7,0.983259791169798,1.0175077434757689,8.043136092991576,19.3564822103127
5,6,0.9854337885141081,1.0146045811874944,11.935203732473049,20.860384328425233
10,5,0.9798175133678363,1.0100472741026918,10.271596012644922,20.121322465651204
