W,Score,Gap_vs_PM
132,0.8258864236641704,0.3093648070819735
88,0.8284690588562293,0.30482213530256946
44,0.8305184060502996,0.3060383768108374
66,0.8316692764335893,0.31147298835578097
110,0.8454077905278353,0.31433996005734
154,0.8583827173944569,0.2937888348260617
176,0.8856020054898937,0.2894937353263954
198,0.8935128871387961,0.24171680551989094
