h,K0,r_spec_med,r_spec_max,ratio_norm_med,ratio_norm_p95
1,8,0.9931335278090745,1.0455853325963038,12.143174964804555,25.815891034489873
5,7,0.9897315211860337,1.0381530465699986,19.43498606140698,31.02171070090368
10,5,0.9833090954097923,1.0819945992049251,4.404054880422473,33.96764131277306
