W,Score,Gap_vs_PM
110,1.3504749899333914,0.9371071372572554
66,1.351767766049966,0.9471600275886002
88,1.3612961759726103,0.9381437336932261
44,1.3635622711506261,0.9572158983938296
132,1.3717851151857101,0.9710891019978359
154,1.4067615544057255,0.9752654424007542
176,1.452869667649011,0.9499330519906486
198,1.5088727275706595,0.9136052294715302
