Par,h,fecha,Modelo,TRAIN_SIZE,K0,RMSE,MAE,WRMSE_short,WRMSE_long
EURUSD,1,2025-07-08,PM,110,8,0.24903805316271832,0.19046153846153838,0.3619297095297382,0.14394879930201865
EURUSD,1,2025-07-08,PA,110,8,0.40573585425184794,0.32539663909697797,0.4684733462158316,0.381947960735667
EURUSD,1,2025-07-08,VAR1,110,8,361.46835952526516,246.797298523233,555.6320140538643,186.83676050863087
EURUSD,1,2025-07-08,ARHinc,110,8,0.37866769764140495,0.3052970984003742,0.4041524495720894,0.373035902510962
EURUSD,1,2025-07-08,KernelARH,110,8,0.37405753543932424,0.3058007782108041,0.3632378185479247,0.385943139544348
EURUSD,5,2025-07-14,PM,110,8,0.2502404612798227,0.19630769230769235,0.3833432466475158,0.15297698826187914
EURUSD,5,2025-07-14,PA,110,8,0.407659980494868,0.3250727906289521,0.48970972489413506,0.3851312021075473
EURUSD,5,2025-07-14,VAR1,110,8,344.67106424113115,232.4894018749715,529.5742286711908,177.602413598878
EURUSD,5,2025-07-14,ARHinc,110,8,0.35123020029877516,0.2854248755159769,0.32724828201333334,0.3670737249136186
EURUSD,5,2025-07-14,KernelARH,110,8,0.5955074063402512,0.48464366450695806,0.7722737425276888,0.49982073105662794
EURUSD,10,2025-07-21,PM,110,6,0.3082100931807093,0.18503846153846149,0.5114361278663252,0.15942090359987363
EURUSD,10,2025-07-21,PA,110,6,0.4258238557688435,0.33301990247227997,0.5335675475273309,0.3903112341263966
EURUSD,10,2025-07-21,VAR1,110,6,101.94555196349239,61.69040446710101,154.5967739307736,54.41689550998998
EURUSD,10,2025-07-21,ARHinc,110,6,0.43394892451943307,0.33540505604376847,0.5141414076908699,0.3938009520707342
EURUSD,10,2025-07-21,KernelARH,110,6,0.4734891713887234,0.3593699476866511,0.6256140505282292,0.41966997265640865
EURUSD,1,2025-07-09,PM,110,8,0.19925811922459538,0.18507692307692297,0.26294166926595874,0.15240877750977233
EURUSD,1,2025-07-09,PA,110,8,0.3808694159185614,0.3042448888621263,0.404402928164781,0.3846024883861328
EURUSD,1,2025-07-09,VAR1,110,8,350.54651191797257,240.15001550433314,538.5755209143233,181.4148453282876
EURUSD,1,2025-07-09,ARHinc,110,8,0.48499646892616816,0.38584783064142036,0.6166832109719877,0.4209847788871893
EURUSD,1,2025-07-09,KernelARH,110,8,0.5143561424746841,0.4188666386117208,0.6189867242764536,0.4623331025432683
EURUSD,5,2025-07-15,PM,110,8,0.10153367194414632,0.07457692307692303,0.15481138410059433,0.06894883735566823
EURUSD,5,2025-07-15,PA,110,8,0.3334563791101537,0.26412737883914383,0.32333230212338404,0.35590469901868
EURUSD,5,2025-07-15,VAR1,110,8,315.8000610041313,213.58950762550373,483.9575316377557,164.07873606289374
EURUSD,5,2025-07-15,ARHinc,110,8,0.3909214210028988,0.3038596530587541,0.4765655695747753,0.3713748137271169
EURUSD,5,2025-07-15,KernelARH,110,8,0.7048167889909969,0.5805900454207474,0.932129438781793,0.568489233988519
EURUSD,10,2025-07-22,PM,110,6,0.38793430996259387,0.26965384615384613,0.5574840594729192,0.24697627549798679
EURUSD,10,2025-07-22,PA,110,6,0.49480775002606425,0.3849059011058413,0.5879992632213651,0.43717619221308324
EURUSD,10,2025-07-22,VAR1,110,6,114.07873970919245,68.30390098476143,173.31709138775054,60.38458538467399
EURUSD,10,2025-07-22,ARHinc,110,6,0.45759380744481143,0.35817287713017143,0.5414659844462619,0.419564824868781
EURUSD,10,2025-07-22,KernelARH,110,6,0.41460535286112943,0.31835505179705803,0.5307107674891927,0.3847277001912941
EURUSD,1,2025-07-10,PM,110,8,0.06627775180718934,0.04146153846153853,0.09153478178484556,0.03776967862659568
EURUSD,1,2025-07-10,PA,110,8,0.31374324118457214,0.24585291168356463,0.2653925566462478,0.35234255395203623
EURUSD,1,2025-07-10,VAR1,110,8,413.2215860029908,283.6726800961718,634.9702583261202,213.9004859846091
EURUSD,1,2025-07-10,ARHinc,110,8,0.3173135957971352,0.25350887080134316,0.267795514288338,0.35361414196111735
EURUSD,1,2025-07-10,KernelARH,110,8,0.3512131771939914,0.2776883671895123,0.31684826151054385,0.380901512286984
EURUSD,5,2025-07-16,PM,110,8,0.5011017189077559,0.37003846153846154,0.7794392153312548,0.272643468629597
EURUSD,5,2025-07-16,PA,110,8,0.591162174439143,0.48177381958398396,0.7981222699051035,0.4517162462471153
