h,K0,r_spec_med,r_spec_max,ratio_norm_med,ratio_norm_p95
1,8,0.9686208647508457,1.1214069822492196,21.914125957380342,35.74965582788291
5,8,0.9686208647508457,1.1214069822492196,20.12325486928615,37.42004854382724
10,6,0.9686143241702225,1.1071147170816575,9.058963969691332,22.26349735352323
