W,Score,Gap_vs_PM
110,0.5184689432566842,0.17723868537168813
88,0.5188011860854671,0.16403829628218433
66,0.5246212531621735,0.1661179992271395
154,0.5292061796850285,0.1963632764378974
132,0.5301849561377208,0.19172901372273635
44,0.5335982871356846,0.16120948310197672
176,0.5975332367726705,0.25079983235276293
198,0.6171765922728313,0.25162960214744357
