h,K0,r_spec_med,r_spec_max,ratio_norm_med,ratio_norm_p95
1,5,0.9631080450822879,1.1293180586655107,4.481380061459468,11.270570969203199
5,4,0.9557061669524028,1.192125730072744,5.64560311192268,13.607626446682463
10,3,0.9675190090906969,1.1892375380295501,2.7689483955708556,6.733708147666443
