W,Score,Gap_vs_PM
66,0.6960902167702524,0.31366511885262466
44,0.7033213523113172,0.3104039280322199
88,0.7070391098901394,0.3170318001719344
110,0.7250185234864577,0.32940309899322284
132,0.7437173455004162,0.3418034039626905
154,0.7728260036864166,0.32697144946627477
176,0.7936910018526632,0.3196653570539927
198,0.8123075504140996,0.31256501932979497
