h,Modelo,K0,N,RMSE_med,Par,basis_id,K_DELTA,K_TENOR
10,KernelARH,14,0,NA,USDPEN,rich_5x10,5,10
10,VAR1,15,245,67.43565191912579,USDPEN,rich_5x10,5,10
10,ARHinc,15,245,0.4673601394380188,USDPEN,rich_5x10,5,10
10,KernelARH,15,0,NA,USDPEN,rich_5x10,5,10
1,VAR1,2,135,0.9937351673361133,USDCOP,base_4x8,4,8
1,ARHinc,2,135,0.9509921417164018,USDCOP,base_4x8,4,8
1,KernelARH,2,135,0.9758442249122672,USDCOP,base_4x8,4,8
1,VAR1,3,135,1.2932064175811733,USDCOP,base_4x8,4,8
1,ARHinc,3,135,0.5919622369609191,USDCOP,base_4x8,4,8
1,KernelARH,3,135,0.6134316854923488,USDCOP,base_4x8,4,8
1,VAR1,4,135,6.333260563378442,USDCOP,base_4x8,4,8
1,ARHinc,4,135,0.5650133132507569,USDCOP,base_4x8,4,8
1,KernelARH,4,135,0.5915736345677026,USDCOP,base_4x8,4,8
1,VAR1,5,135,11.649803084331916,USDCOP,base_4x8,4,8
1,ARHinc,5,135,0.5570717002130677,USDCOP,base_4x8,4,8
1,KernelARH,5,135,0.5762463183649197,USDCOP,base_4x8,4,8
1,VAR1,6,135,26.24265981053721,USDCOP,base_4x8,4,8
1,ARHinc,6,135,0.5400466203651247,USDCOP,base_4x8,4,8
1,KernelARH,6,135,0.5640143915598071,USDCOP,base_4x8,4,8
1,VAR1,7,135,39.374777443752194,USDCOP,base_4x8,4,8
1,ARHinc,7,135,0.5388701312844936,USDCOP,base_4x8,4,8
1,KernelARH,7,135,0.5493723107228715,USDCOP,base_4x8,4,8
1,VAR1,8,135,71.59370854807716,USDCOP,base_4x8,4,8
1,ARHinc,8,135,0.5319393229652253,USDCOP,base_4x8,4,8
1,KernelARH,8,135,0.5509046175079696,USDCOP,base_4x8,4,8
1,VAR1,9,135,92.58586747367727,USDCOP,base_4x8,4,8
1,ARHinc,9,135,0.5295111206049009,USDCOP,base_4x8,4,8
1,KernelARH,9,0,NA,USDCOP,base_4x8,4,8
1,VAR1,10,135,85.36768001093814,USDCOP,base_4x8,4,8
1,ARHinc,10,135,0.5299706213635781,USDCOP,base_4x8,4,8
1,KernelARH,10,0,NA,USDCOP,base_4x8,4,8
1,VAR1,11,135,104.47647932061254,USDCOP,base_4x8,4,8
1,ARHinc,11,135,0.5340134710335417,USDCOP,base_4x8,4,8
1,KernelARH,11,0,NA,USDCOP,base_4x8,4,8
1,VAR1,12,135,134.17773652813244,USDCOP,base_4x8,4,8
1,ARHinc,12,135,0.5302404608706147,USDCOP,base_4x8,4,8
1,KernelARH,12,0,NA,USDCOP,base_4x8,4,8
1,VAR1,13,135,144.74993013683243,USDCOP,base_4x8,4,8
1,ARHinc,13,135,0.531831119612376,USDCOP,base_4x8,4,8
1,KernelARH,13,0,NA,USDCOP,base_4x8,4,8
1,VAR1,14,135,175.1329318856484,USDCOP,base_4x8,4,8
1,ARHinc,14,135,0.5299530314629709,USDCOP,base_4x8,4,8
1,KernelARH,14,0,NA,USDCOP,base_4x8,4,8
1,VAR1,15,135,187.3454094126728,USDCOP,base_4x8,4,8
1,ARHinc,15,135,0.5302798268359578,USDCOP,base_4x8,4,8
1,KernelARH,15,0,NA,USDCOP,base_4x8,4,8
5,VAR1,2,135,1.7131126537700143,USDCOP,base_4x8,4,8
5,ARHinc,2,135,1.0899235399920284,USDCOP,base_4x8,4,8
5,KernelARH,2,135,1.2084644270266085,USDCOP,base_4x8,4,8
5,VAR1,3,135,3.413536068558244,USDCOP,base_4x8,4,8
5,ARHinc,3,135,0.6985250005767439,USDCOP,base_4x8,4,8
5,KernelARH,3,135,0.7602990910534452,USDCOP,base_4x8,4,8
5,VAR1,4,135,17.45207810094722,USDCOP,base_4x8,4,8
5,ARHinc,4,135,0.6909948072221876,USDCOP,base_4x8,4,8
5,KernelARH,4,135,0.7584119917484806,USDCOP,base_4x8,4,8
5,VAR1,5,135,31.60515250889864,USDCOP,base_4x8,4,8
5,ARHinc,5,135,0.6678896030721826,USDCOP,base_4x8,4,8
5,KernelARH,5,135,0.7077792299949036,USDCOP,base_4x8,4,8
5,VAR1,6,135,57.96816662859461,USDCOP,base_4x8,4,8
5,ARHinc,6,135,0.6670392733329934,USDCOP,base_4x8,4,8
5,KernelARH,6,135,0.7275791422974451,USDCOP,base_4x8,4,8
5,VAR1,7,135,73.85085148434197,USDCOP,base_4x8,4,8
5,ARHinc,7,135,0.6714213558510789,USDCOP,base_4x8,4,8
5,KernelARH,7,135,0.6999517294298703,USDCOP,base_4x8,4,8
5,VAR1,8,135,96.86283619081155,USDCOP,base_4x8,4,8
5,ARHinc,8,135,0.6702854511015238,USDCOP,base_4x8,4,8
5,KernelARH,8,135,0.6994058141541079,USDCOP,base_4x8,4,8
5,VAR1,9,135,132.2428496393842,USDCOP,base_4x8,4,8
5,ARHinc,9,135,0.6659697789857297,USDCOP,base_4x8,4,8
5,KernelARH,9,0,NA,USDCOP,base_4x8,4,8
5,VAR1,10,135,124.82665210751588,USDCOP,base_4x8,4,8
5,ARHinc,10,135,0.6653040964289924,USDCOP,base_4x8,4,8
5,KernelARH,10,0,NA,USDCOP,base_4x8,4,8
5,VAR1,11,135,138.94639716300682,USDCOP,base_4x8,4,8
5,ARHinc,11,135,0.6648522290529791,USDCOP,base_4x8,4,8
5,KernelARH,11,0,NA,USDCOP,base_4x8,4,8
5,VAR1,12,135,140.01088713726685,USDCOP,base_4x8,4,8
5,ARHinc,12,135,0.6661766464598736,USDCOP,base_4x8,4,8
5,KernelARH,12,0,NA,USDCOP,base_4x8,4,8
5,VAR1,13,135,145.9405272057545,USDCOP,base_4x8,4,8
5,ARHinc,13,135,0.6656135582440724,USDCOP,base_4x8,4,8
5,KernelARH,13,0,NA,USDCOP,base_4x8,4,8
5,VAR1,14,135,182.64815398090516,USDCOP,base_4x8,4,8
5,ARHinc,14,135,0.6659115265695437,USDCOP,base_4x8,4,8
5,KernelARH,14,0,NA,USDCOP,base_4x8,4,8
5,VAR1,15,135,187.3079954554952,USDCOP,base_4x8,4,8
5,ARHinc,15,135,0.6594621944174063,USDCOP,base_4x8,4,8
5,KernelARH,15,0,NA,USDCOP,base_4x8,4,8
10,VAR1,2,135,1.9478490774605268,USDCOP,base_4x8,4,8
10,ARHinc,2,135,1.2039338436206095,USDCOP,base_4x8,4,8
10,KernelARH,2,135,1.2646695137841741,USDCOP,base_4x8,4,8
10,VAR1,3,135,5.063291899972415,USDCOP,base_4x8,4,8
10,ARHinc,3,135,0.876620238118196,USDCOP,base_4x8,4,8
10,KernelARH,3,135,0.9790230960382994,USDCOP,base_4x8,4,8
10,VAR1,4,135,17.777263214691864,USDCOP,base_4x8,4,8
10,ARHinc,4,135,0.8134155062535972,USDCOP,base_4x8,4,8
10,KernelARH,4,135,0.8840067212079907,USDCOP,base_4x8,4,8
10,VAR1,5,135,28.95064111359363,USDCOP,base_4x8,4,8
10,ARHinc,5,135,0.8374395759235315,USDCOP,base_4x8,4,8
10,KernelARH,5,135,0.9158786488657611,USDCOP,base_4x8,4,8
10,VAR1,6,135,46.03204699519198,USDCOP,base_4x8,4,8
10,ARHinc,6,135,0.8081081183132501,USDCOP,base_4x8,4,8
10,KernelARH,6,135,0.9179417100200388,USDCOP,base_4x8,4,8
10,VAR1,7,135,49.93009825742497,USDCOP,base_4x8,4,8
10,ARHinc,7,135,0.8165779741582033,USDCOP,base_4x8,4,8
10,KernelARH,7,135,0.8981642350733466,USDCOP,base_4x8,4,8
10,VAR1,8,135,63.34137624404459,USDCOP,base_4x8,4,8
10,ARHinc,8,135,0.80703559632732,USDCOP,base_4x8,4,8
10,KernelARH,8,135,0.867971715455509,USDCOP,base_4x8,4,8
10,VAR1,9,135,82.28530098866206,USDCOP,base_4x8,4,8
10,ARHinc,9,135,0.8030873153534231,USDCOP,base_4x8,4,8
10,KernelARH,9,0,NA,USDCOP,base_4x8,4,8
10,VAR1,10,135,89.00616369739582,USDCOP,base_4x8,4,8
10,ARHinc,10,135,0.8024358360333469,USDCOP,base_4x8,4,8
10,KernelARH,10,0,NA,USDCOP,base_4x8,4,8
10,VAR1,11,135,95.27937811727807,USDCOP,base_4x8,4,8
10,ARHinc,11,135,0.8034955768569783,USDCOP,base_4x8,4,8
10,KernelARH,11,0,NA,USDCOP,base_4x8,4,8
10,VAR1,12,135,93.26686452643857,USDCOP,base_4x8,4,8
10,ARHinc,12,135,0.7921557036066368,USDCOP,base_4x8,4,8
10,KernelARH,12,0,NA,USDCOP,base_4x8,4,8
10,VAR1,13,135,96.01899021775924,USDCOP,base_4x8,4,8
10,ARHinc,13,135,0.7975920306116198,USDCOP,base_4x8,4,8
10,KernelARH,13,0,NA,USDCOP,base_4x8,4,8
10,VAR1,14,135,105.89216636889363,USDCOP,base_4x8,4,8
10,ARHinc,14,135,0.7976332799977682,USDCOP,base_4x8,4,8
10,KernelARH,14,0,NA,USDCOP,base_4x8,4,8
10,VAR1,15,135,109.22816873757186,USDCOP,base_4x8,4,8
10,ARHinc,15,135,0.7974829789605434,USDCOP,base_4x8,4,8
10,KernelARH,15,0,NA,USDCOP,base_4x8,4,8
1,VAR1,2,135,0.6226662200299129,USDCOP,coarse_4x6,4,6
1,ARHinc,2,135,0.5948468803569192,USDCOP,coarse_4x6,4,6
1,KernelARH,2,135,0.5950000948578082,USDCOP,coarse_4x6,4,6
1,VAR1,3,135,0.6522484399231533,USDCOP,coarse_4x6,4,6
1,ARHinc,3,135,0.5629774998611952,USDCOP,coarse_4x6,4,6
1,KernelARH,3,135,0.5758175992996232,USDCOP,coarse_4x6,4,6
1,VAR1,4,135,0.751103877792082,USDCOP,coarse_4x6,4,6
1,ARHinc,4,135,0.5521429545702938,USDCOP,coarse_4x6,4,6
1,KernelARH,4,135,0.5738080160183583,USDCOP,coarse_4x6,4,6
1,VAR1,5,135,0.8148966975724774,USDCOP,coarse_4x6,4,6
1,ARHinc,5,135,0.544014438012193,USDCOP,coarse_4x6,4,6
1,KernelARH,5,135,0.5659754866892229,USDCOP,coarse_4x6,4,6
1,VAR1,6,135,0.8708421371786725,USDCOP,coarse_4x6,4,6
1,ARHinc,6,135,0.5410966248512321,USDCOP,coarse_4x6,4,6
1,KernelARH,6,135,0.5571358056556108,USDCOP,coarse_4x6,4,6
1,VAR1,7,135,0.9511034157547377,USDCOP,coarse_4x6,4,6
1,ARHinc,7,135,0.5423197334000184,USDCOP,coarse_4x6,4,6
1,KernelARH,7,135,0.566867055448348,USDCOP,coarse_4x6,4,6
1,VAR1,8,135,0.9901999520591221,USDCOP,coarse_4x6,4,6
1,ARHinc,8,135,0.5427522431193645,USDCOP,coarse_4x6,4,6
1,KernelARH,8,135,0.5647913960785055,USDCOP,coarse_4x6,4,6
1,VAR1,9,135,1.5033925286468437,USDCOP,coarse_4x6,4,6
1,ARHinc,9,135,0.5419448723607412,USDCOP,coarse_4x6,4,6
1,KernelARH,9,0,NA,USDCOP,coarse_4x6,4,6
1,VAR1,10,135,1.540388970193073,USDCOP,coarse_4x6,4,6
1,ARHinc,10,135,0.5434549960490294,USDCOP,coarse_4x6,4,6
1,KernelARH,10,0,NA,USDCOP,coarse_4x6,4,6
1,VAR1,11,135,1.594226179895516,USDCOP,coarse_4x6,4,6
1,ARHinc,11,135,0.5418388202583377,USDCOP,coarse_4x6,4,6
1,KernelARH,11,0,NA,USDCOP,coarse_4x6,4,6
1,VAR1,12,135,1.7709381478791792,USDCOP,coarse_4x6,4,6
1,ARHinc,12,135,0.5491712332857951,USDCOP,coarse_4x6,4,6
1,KernelARH,12,0,NA,USDCOP,coarse_4x6,4,6
1,VAR1,13,135,1.9971149369546464,USDCOP,coarse_4x6,4,6
1,ARHinc,13,135,0.5470325365005455,USDCOP,coarse_4x6,4,6
1,KernelARH,13,0,NA,USDCOP,coarse_4x6,4,6
1,VAR1,14,135,2.1690937662055894,USDCOP,coarse_4x6,4,6
1,ARHinc,14,135,0.5470731979733737,USDCOP,coarse_4x6,4,6
1,KernelARH,14,0,NA,USDCOP,coarse_4x6,4,6
1,VAR1,15,135,2.430603447459829,USDCOP,coarse_4x6,4,6
1,ARHinc,15,135,0.5461425106505482,USDCOP,coarse_4x6,4,6
1,KernelARH,15,0,NA,USDCOP,coarse_4x6,4,6
5,VAR1,2,135,1.0474561454995521,USDCOP,coarse_4x6,4,6
5,ARHinc,2,135,0.6794752645566089,USDCOP,coarse_4x6,4,6
5,KernelARH,2,135,0.7668923958559444,USDCOP,coarse_4x6,4,6
5,VAR1,3,135,1.3450416217677306,USDCOP,coarse_4x6,4,6
5,ARHinc,3,135,0.670619838645565,USDCOP,coarse_4x6,4,6
5,KernelARH,3,135,0.7599604795535654,USDCOP,coarse_4x6,4,6
5,VAR1,4,135,1.7041487184415594,USDCOP,coarse_4x6,4,6
5,ARHinc,4,135,0.6709980131504941,USDCOP,coarse_4x6,4,6
5,KernelARH,4,135,0.7468597131258772,USDCOP,coarse_4x6,4,6
5,VAR1,5,135,2.230861724416852,USDCOP,coarse_4x6,4,6
5,ARHinc,5,135,0.6665750232524731,USDCOP,coarse_4x6,4,6
5,KernelARH,5,135,0.7246453685288381,USDCOP,coarse_4x6,4,6
5,VAR1,6,135,2.423736922053641,USDCOP,coarse_4x6,4,6
5,ARHinc,6,135,0.6632080199328672,USDCOP,coarse_4x6,4,6
5,KernelARH,6,135,0.6831418684314036,USDCOP,coarse_4x6,4,6
5,VAR1,7,135,2.6438503156681987,USDCOP,coarse_4x6,4,6
5,ARHinc,7,135,0.6666528091582089,USDCOP,coarse_4x6,4,6
5,KernelARH,7,135,0.6750789991035845,USDCOP,coarse_4x6,4,6
5,VAR1,8,135,2.7744980315761225,USDCOP,coarse_4x6,4,6
5,ARHinc,8,135,0.6647395523489387,USDCOP,coarse_4x6,4,6
5,KernelARH,8,135,0.6717645015723157,USDCOP,coarse_4x6,4,6
5,VAR1,9,135,3.3471724461556867,USDCOP,coarse_4x6,4,6
5,ARHinc,9,135,0.66149398086999,USDCOP,coarse_4x6,4,6
5,KernelARH,9,0,NA,USDCOP,coarse_4x6,4,6
5,VAR1,10,135,3.365815069384678,USDCOP,coarse_4x6,4,6
5,ARHinc,10,135,0.6605178382853154,USDCOP,coarse_4x6,4,6
5,KernelARH,10,0,NA,USDCOP,coarse_4x6,4,6
5,VAR1,11,135,3.9155078421913405,USDCOP,coarse_4x6,4,6
5,ARHinc,11,135,0.6623667872456377,USDCOP,coarse_4x6,4,6
5,KernelARH,11,0,NA,USDCOP,coarse_4x6,4,6
5,VAR1,12,135,4.3385481159574715,USDCOP,coarse_4x6,4,6
5,ARHinc,12,135,0.6588041942413626,USDCOP,coarse_4x6,4,6
5,KernelARH,12,0,NA,USDCOP,coarse_4x6,4,6
5,VAR1,13,135,4.596365514052543,USDCOP,coarse_4x6,4,6
5,ARHinc,13,135,0.6601696771199277,USDCOP,coarse_4x6,4,6
5,KernelARH,13,0,NA,USDCOP,coarse_4x6,4,6
5,VAR1,14,135,4.781103228868639,USDCOP,coarse_4x6,4,6
5,ARHinc,14,135,0.6604547146308238,USDCOP,coarse_4x6,4,6
5,KernelARH,14,0,NA,USDCOP,coarse_4x6,4,6
5,VAR1,15,135,4.6935613622469665,USDCOP,coarse_4x6,4,6
5,ARHinc,15,135,0.6589299960310602,USDCOP,coarse_4x6,4,6
5,KernelARH,15,0,NA,USDCOP,coarse_4x6,4,6
10,VAR1,2,135,1.6859308162318587,USDCOP,coarse_4x6,4,6
10,ARHinc,2,135,0.7802854346954937,USDCOP,coarse_4x6,4,6
10,KernelARH,2,135,0.9426421496944855,USDCOP,coarse_4x6,4,6
10,VAR1,3,135,2.2534860827123424,USDCOP,coarse_4x6,4,6
10,ARHinc,3,135,0.8245524940322063,USDCOP,coarse_4x6,4,6
10,KernelARH,3,135,0.9723913009225897,USDCOP,coarse_4x6,4,6
10,VAR1,4,135,3.131543780189699,USDCOP,coarse_4x6,4,6
10,ARHinc,4,135,0.8062191152217519,USDCOP,coarse_4x6,4,6
10,KernelARH,4,135,0.9229544278926248,USDCOP,coarse_4x6,4,6
10,VAR1,5,135,3.616847227228423,USDCOP,coarse_4x6,4,6
10,ARHinc,5,135,0.8147994083534524,USDCOP,coarse_4x6,4,6
10,KernelARH,5,135,0.8952971723797054,USDCOP,coarse_4x6,4,6
10,VAR1,6,135,3.8497169554079216,USDCOP,coarse_4x6,4,6
10,ARHinc,6,135,0.8102580750480466,USDCOP,coarse_4x6,4,6
10,KernelARH,6,135,0.8701620355581015,USDCOP,coarse_4x6,4,6
10,VAR1,7,135,4.213795096649092,USDCOP,coarse_4x6,4,6
10,ARHinc,7,135,0.81107851249718,USDCOP,coarse_4x6,4,6
10,KernelARH,7,135,0.8660398826111091,USDCOP,coarse_4x6,4,6
10,VAR1,8,135,4.729193367805791,USDCOP,coarse_4x6,4,6
10,ARHinc,8,135,0.803824516090661,USDCOP,coarse_4x6,4,6
10,KernelARH,8,135,0.8787574913135582,USDCOP,coarse_4x6,4,6
10,VAR1,9,135,4.94636510177853,USDCOP,coarse_4x6,4,6
10,ARHinc,9,135,0.8059779404275114,USDCOP,coarse_4x6,4,6
10,KernelARH,9,0,NA,USDCOP,coarse_4x6,4,6
10,VAR1,10,135,5.21598989845852,USDCOP,coarse_4x6,4,6
10,ARHinc,10,135,0.8092782454065656,USDCOP,coarse_4x6,4,6
10,KernelARH,10,0,NA,USDCOP,coarse_4x6,4,6
10,VAR1,11,135,5.646896326968628,USDCOP,coarse_4x6,4,6
10,ARHinc,11,135,0.8095676906729253,USDCOP,coarse_4x6,4,6
10,KernelARH,11,0,NA,USDCOP,coarse_4x6,4,6
10,VAR1,12,135,5.694926748066349,USDCOP,coarse_4x6,4,6
10,ARHinc,12,135,0.80199486370862,USDCOP,coarse_4x6,4,6
10,KernelARH,12,0,NA,USDCOP,coarse_4x6,4,6
10,VAR1,13,135,7.00765255117434,USDCOP,coarse_4x6,4,6
10,ARHinc,13,135,0.7952970511442684,USDCOP,coarse_4x6,4,6
10,KernelARH,13,0,NA,USDCOP,coarse_4x6,4,6
10,VAR1,14,135,6.987059163612616,USDCOP,coarse_4x6,4,6
10,ARHinc,14,135,0.7966279784891883,USDCOP,coarse_4x6,4,6
10,KernelARH,14,0,NA,USDCOP,coarse_4x6,4,6
10,VAR1,15,135,6.964105377602367,USDCOP,coarse_4x6,4,6
10,ARHinc,15,135,0.8004006145867486,USDCOP,coarse_4x6,4,6
10,KernelARH,15,0,NA,USDCOP,coarse_4x6,4,6
1,VAR1,2,135,1.2729370014333925,USDCOP,rich_5x10,5,10
1,ARHinc,2,135,0.7731536751770882,USDCOP,rich_5x10,5,10
1,KernelARH,2,135,0.8341415529879013,USDCOP,rich_5x10,5,10
1,VAR1,3,135,4.344799221806144,USDCOP,rich_5x10,5,10
1,ARHinc,3,135,0.4201507425015836,USDCOP,rich_5x10,5,10
1,KernelARH,3,135,0.4312989420663031,USDCOP,rich_5x10,5,10
1,VAR1,4,135,37.98259764399537,USDCOP,rich_5x10,5,10
1,ARHinc,4,135,0.33476325187307737,USDCOP,rich_5x10,5,10
1,KernelARH,4,135,0.35791358526116834,USDCOP,rich_5x10,5,10
1,VAR1,5,135,64.74203875057772,USDCOP,rich_5x10,5,10
1,ARHinc,5,135,0.2998567423936272,USDCOP,rich_5x10,5,10
1,KernelARH,5,135,0.3252415191825993,USDCOP,rich_5x10,5,10
1,VAR1,6,135,78.97105667192974,USDCOP,rich_5x10,5,10
1,ARHinc,6,135,0.28536241686038727,USDCOP,rich_5x10,5,10
1,KernelARH,6,135,0.3088630445848267,USDCOP,rich_5x10,5,10
1,VAR1,7,135,93.37209432943796,USDCOP,rich_5x10,5,10
1,ARHinc,7,135,0.25422198129774737,USDCOP,rich_5x10,5,10
1,KernelARH,7,135,0.28000351091725056,USDCOP,rich_5x10,5,10
1,VAR1,8,135,156.43325193884954,USDCOP,rich_5x10,5,10
1,ARHinc,8,135,0.24090900734594703,USDCOP,rich_5x10,5,10
1,KernelARH,8,135,0.2752859260179494,USDCOP,rich_5x10,5,10
1,VAR1,9,135,265.54737903713954,USDCOP,rich_5x10,5,10
1,ARHinc,9,135,0.23935726503373894,USDCOP,rich_5x10,5,10
1,KernelARH,9,0,NA,USDCOP,rich_5x10,5,10
1,VAR1,10,135,301.29407052327804,USDCOP,rich_5x10,5,10
1,ARHinc,10,135,0.22921948425928848,USDCOP,rich_5x10,5,10
1,KernelARH,10,0,NA,USDCOP,rich_5x10,5,10
1,VAR1,11,135,436.5202352587638,USDCOP,rich_5x10,5,10
1,ARHinc,11,135,0.22623361122882626,USDCOP,rich_5x10,5,10
1,KernelARH,11,0,NA,USDCOP,rich_5x10,5,10
1,VAR1,12,135,433.70525495203964,USDCOP,rich_5x10,5,10
1,ARHinc,12,135,0.23017506679732022,USDCOP,rich_5x10,5,10
1,KernelARH,12,0,NA,USDCOP,rich_5x10,5,10
1,VAR1,13,135,521.0741342193235,USDCOP,rich_5x10,5,10
1,ARHinc,13,135,0.22194587012703162,USDCOP,rich_5x10,5,10
1,KernelARH,13,0,NA,USDCOP,rich_5x10,5,10
1,VAR1,14,135,584.0698986892118,USDCOP,rich_5x10,5,10
1,ARHinc,14,135,0.22722866637923492,USDCOP,rich_5x10,5,10
1,KernelARH,14,0,NA,USDCOP,rich_5x10,5,10
1,VAR1,15,135,697.9480665932446,USDCOP,rich_5x10,5,10
1,ARHinc,15,135,0.22459275631655867,USDCOP,rich_5x10,5,10
1,KernelARH,15,0,NA,USDCOP,rich_5x10,5,10
5,VAR1,2,135,1.8460285183821876,USDCOP,rich_5x10,5,10
5,ARHinc,2,135,0.9276185555642786,USDCOP,rich_5x10,5,10
5,KernelARH,2,135,0.973615498339926,USDCOP,rich_5x10,5,10
5,VAR1,3,135,14.782024378101116,USDCOP,rich_5x10,5,10
5,ARHinc,3,135,0.6018068687768933,USDCOP,rich_5x10,5,10
5,KernelARH,3,135,0.6383511250896386,USDCOP,rich_5x10,5,10
5,VAR1,4,135,72.77244353777002,USDCOP,rich_5x10,5,10
5,ARHinc,4,135,0.48038235568715815,USDCOP,rich_5x10,5,10
5,KernelARH,4,135,0.5154473832976476,USDCOP,rich_5x10,5,10
5,VAR1,5,135,156.9641802693132,USDCOP,rich_5x10,5,10
5,ARHinc,5,135,0.45990909108602307,USDCOP,rich_5x10,5,10
5,KernelARH,5,135,0.5242315681381667,USDCOP,rich_5x10,5,10
5,VAR1,6,135,194.86726166064076,USDCOP,rich_5x10,5,10
5,ARHinc,6,135,0.4647360198040606,USDCOP,rich_5x10,5,10
5,KernelARH,6,135,0.4644619975966193,USDCOP,rich_5x10,5,10
5,VAR1,7,135,212.82394310298352,USDCOP,rich_5x10,5,10
5,ARHinc,7,135,0.4558274325056089,USDCOP,rich_5x10,5,10
5,KernelARH,7,135,0.488012964926183,USDCOP,rich_5x10,5,10
5,VAR1,8,135,298.53772824373345,USDCOP,rich_5x10,5,10
5,ARHinc,8,135,0.4408071835029678,USDCOP,rich_5x10,5,10
5,KernelARH,8,135,0.48588013376975075,USDCOP,rich_5x10,5,10
5,VAR1,9,135,417.46638066239467,USDCOP,rich_5x10,5,10
5,ARHinc,9,135,0.42991423894903064,USDCOP,rich_5x10,5,10
5,KernelARH,9,0,NA,USDCOP,rich_5x10,5,10
5,VAR1,10,135,452.6997656629245,USDCOP,rich_5x10,5,10
5,ARHinc,10,135,0.42810993795012964,USDCOP,rich_5x10,5,10
5,KernelARH,10,0,NA,USDCOP,rich_5x10,5,10
5,VAR1,11,135,619.4918275581493,USDCOP,rich_5x10,5,10
5,ARHinc,11,135,0.416413610834128,USDCOP,rich_5x10,5,10
5,KernelARH,11,0,NA,USDCOP,rich_5x10,5,10
5,VAR1,12,135,712.9087227987858,USDCOP,rich_5x10,5,10
5,ARHinc,12,135,0.4138436206685805,USDCOP,rich_5x10,5,10
5,KernelARH,12,0,NA,USDCOP,rich_5x10,5,10
5,VAR1,13,135,735.258196180282,USDCOP,rich_5x10,5,10
5,ARHinc,13,135,0.4118287277087921,USDCOP,rich_5x10,5,10
5,KernelARH,13,0,NA,USDCOP,rich_5x10,5,10
5,VAR1,14,135,789.3170302224561,USDCOP,rich_5x10,5,10
5,ARHinc,14,135,0.41168139084157096,USDCOP,rich_5x10,5,10
5,KernelARH,14,0,NA,USDCOP,rich_5x10,5,10
5,VAR1,15,135,946.2216837791116,USDCOP,rich_5x10,5,10
5,ARHinc,15,135,0.41740509501819956,USDCOP,rich_5x10,5,10
5,KernelARH,15,0,NA,USDCOP,rich_5x10,5,10
10,VAR1,2,135,2.1027821287031125,USDCOP,rich_5x10,5,10
10,ARHinc,2,135,0.9871394236399083,USDCOP,rich_5x10,5,10
10,KernelARH,2,135,1.043104916258372,USDCOP,rich_5x10,5,10
10,VAR1,3,135,17.88240661444737,USDCOP,rich_5x10,5,10
10,ARHinc,3,135,0.7753323783525041,USDCOP,rich_5x10,5,10
10,KernelARH,3,135,0.8479487830457155,USDCOP,rich_5x10,5,10
10,VAR1,4,135,64.84874696619939,USDCOP,rich_5x10,5,10
10,ARHinc,4,135,0.6401261943955157,USDCOP,rich_5x10,5,10
10,KernelARH,4,135,0.6977669909695722,USDCOP,rich_5x10,5,10
10,VAR1,5,135,106.39803525498102,USDCOP,rich_5x10,5,10
10,ARHinc,5,135,0.5906868609242187,USDCOP,rich_5x10,5,10
10,KernelARH,5,135,0.6654275358030909,USDCOP,rich_5x10,5,10
10,VAR1,6,135,171.9837561982367,USDCOP,rich_5x10,5,10
10,ARHinc,6,135,0.6200776949668798,USDCOP,rich_5x10,5,10
10,KernelARH,6,135,0.6784362272551449,USDCOP,rich_5x10,5,10
10,VAR1,7,135,163.92569065897712,USDCOP,rich_5x10,5,10
10,ARHinc,7,135,0.6164637745502008,USDCOP,rich_5x10,5,10
10,KernelARH,7,135,0.6856814741432689,USDCOP,rich_5x10,5,10
10,VAR1,8,135,211.70541138789198,USDCOP,rich_5x10,5,10
10,ARHinc,8,135,0.6046637715851289,USDCOP,rich_5x10,5,10
10,KernelARH,8,135,0.6794347780817607,USDCOP,rich_5x10,5,10
10,VAR1,9,135,251.08816880406295,USDCOP,rich_5x10,5,10
10,ARHinc,9,135,0.6219726169085518,USDCOP,rich_5x10,5,10
10,KernelARH,9,0,NA,USDCOP,rich_5x10,5,10
10,VAR1,10,135,304.3977490331509,USDCOP,rich_5x10,5,10
10,ARHinc,10,135,0.617415141027775,USDCOP,rich_5x10,5,10
10,KernelARH,10,0,NA,USDCOP,rich_5x10,5,10
10,VAR1,11,135,341.72934173330304,USDCOP,rich_5x10,5,10
10,ARHinc,11,135,0.6232897788560181,USDCOP,rich_5x10,5,10
10,KernelARH,11,0,NA,USDCOP,rich_5x10,5,10
10,VAR1,12,135,360.6704872861403,USDCOP,rich_5x10,5,10
10,ARHinc,12,135,0.6122352862631765,USDCOP,rich_5x10,5,10
10,KernelARH,12,0,NA,USDCOP,rich_5x10,5,10
10,VAR1,13,135,441.77706421145797,USDCOP,rich_5x10,5,10
10,ARHinc,13,135,0.6130036176847934,USDCOP,rich_5x10,5,10
10,KernelARH,13,0,NA,USDCOP,rich_5x10,5,10
10,VAR1,14,135,450.2852109284497,USDCOP,rich_5x10,5,10
10,ARHinc,14,135,0.6137980123285184,USDCOP,rich_5x10,5,10
10,KernelARH,14,0,NA,USDCOP,rich_5x10,5,10
10,VAR1,15,135,591.2150451752616,USDCOP,rich_5x10,5,10
10,ARHinc,15,135,0.6073511470941615,USDCOP,rich_5x10,5,10
10,KernelARH,15,0,NA,USDCOP,rich_5x10,5,10
1,VAR1,2,201,2.9500256348114307,USDCLP,base_4x8,4,8
1,ARHinc,2,201,0.7280172433520763,USDCLP,base_4x8,4,8
