h,Modelo,K0,N,RMSE_med,Par,basis_id,K_DELTA,K_TENOR
1,KernelARH,2,201,0.7283051588499352,USDCLP,base_4x8,4,8
1,VAR1,3,201,10.33819688169934,USDCLP,base_4x8,4,8
1,ARHinc,3,201,0.6582472743351484,USDCLP,base_4x8,4,8
1,KernelARH,3,201,0.6672126651037535,USDCLP,base_4x8,4,8
1,VAR1,4,201,52.09055469703416,USDCLP,base_4x8,4,8
1,ARHinc,4,201,0.6364431983988682,USDCLP,base_4x8,4,8
1,KernelARH,4,201,0.6478936476745062,USDCLP,base_4x8,4,8
1,VAR1,5,201,95.17835845600494,USDCLP,base_4x8,4,8
1,ARHinc,5,201,0.6303108159913028,USDCLP,base_4x8,4,8
1,KernelARH,5,201,0.64976646329731,USDCLP,base_4x8,4,8
1,VAR1,6,201,122.97329728803523,USDCLP,base_4x8,4,8
1,ARHinc,6,201,0.6292179643045034,USDCLP,base_4x8,4,8
1,KernelARH,6,201,0.6484122602471851,USDCLP,base_4x8,4,8
1,VAR1,7,201,122.83147531338005,USDCLP,base_4x8,4,8
1,ARHinc,7,201,0.6313430815208456,USDCLP,base_4x8,4,8
1,KernelARH,7,201,0.6437813579936605,USDCLP,base_4x8,4,8
1,VAR1,8,201,143.77192470685975,USDCLP,base_4x8,4,8
1,ARHinc,8,201,0.6300910640820974,USDCLP,base_4x8,4,8
1,KernelARH,8,201,0.6461879487659267,USDCLP,base_4x8,4,8
1,VAR1,9,201,186.78821402436213,USDCLP,base_4x8,4,8
1,ARHinc,9,201,0.6319039803548752,USDCLP,base_4x8,4,8
1,KernelARH,9,0,NA,USDCLP,base_4x8,4,8
1,VAR1,10,201,252.16588853406412,USDCLP,base_4x8,4,8
1,ARHinc,10,201,0.6391651772412892,USDCLP,base_4x8,4,8
1,KernelARH,10,0,NA,USDCLP,base_4x8,4,8
1,VAR1,11,201,273.7811915231625,USDCLP,base_4x8,4,8
1,ARHinc,11,201,0.6416074773458893,USDCLP,base_4x8,4,8
1,KernelARH,11,0,NA,USDCLP,base_4x8,4,8
1,VAR1,12,201,302.45708061626453,USDCLP,base_4x8,4,8
1,ARHinc,12,201,0.6389956012129256,USDCLP,base_4x8,4,8
1,KernelARH,12,0,NA,USDCLP,base_4x8,4,8
1,VAR1,13,201,390.9755370099635,USDCLP,base_4x8,4,8
1,ARHinc,13,201,0.6397332930475229,USDCLP,base_4x8,4,8
1,KernelARH,13,0,NA,USDCLP,base_4x8,4,8
1,VAR1,14,201,504.86556185185185,USDCLP,base_4x8,4,8
1,ARHinc,14,201,0.6431720977793937,USDCLP,base_4x8,4,8
1,KernelARH,14,0,NA,USDCLP,base_4x8,4,8
1,VAR1,15,201,527.0012836772189,USDCLP,base_4x8,4,8
1,ARHinc,15,201,0.6430498503121022,USDCLP,base_4x8,4,8
1,KernelARH,15,0,NA,USDCLP,base_4x8,4,8
5,VAR1,2,201,7.065685632302926,USDCLP,base_4x8,4,8
5,ARHinc,2,201,0.8779463327662139,USDCLP,base_4x8,4,8
5,KernelARH,2,201,0.9221236642894404,USDCLP,base_4x8,4,8
5,VAR1,3,201,22.465649797811768,USDCLP,base_4x8,4,8
5,ARHinc,3,201,0.7444675474258451,USDCLP,base_4x8,4,8
5,KernelARH,3,201,0.7771653997027677,USDCLP,base_4x8,4,8
5,VAR1,4,201,45.13441512262403,USDCLP,base_4x8,4,8
5,ARHinc,4,201,0.7270663858419139,USDCLP,base_4x8,4,8
5,KernelARH,4,201,0.781904089944232,USDCLP,base_4x8,4,8
5,VAR1,5,201,121.77075604675096,USDCLP,base_4x8,4,8
5,ARHinc,5,201,0.7246257798592562,USDCLP,base_4x8,4,8
5,KernelARH,5,201,0.7528633517308114,USDCLP,base_4x8,4,8
5,VAR1,6,201,153.14895229323514,USDCLP,base_4x8,4,8
5,ARHinc,6,201,0.7244914655665593,USDCLP,base_4x8,4,8
5,KernelARH,6,201,0.733859125631835,USDCLP,base_4x8,4,8
5,VAR1,7,201,283.8563136627167,USDCLP,base_4x8,4,8
5,ARHinc,7,201,0.7119621547332579,USDCLP,base_4x8,4,8
5,KernelARH,7,201,0.7348800945815482,USDCLP,base_4x8,4,8
5,VAR1,8,201,308.6914236341772,USDCLP,base_4x8,4,8
5,ARHinc,8,201,0.7230432102647824,USDCLP,base_4x8,4,8
5,KernelARH,8,201,0.7444321098669987,USDCLP,base_4x8,4,8
5,VAR1,9,201,434.67270439702895,USDCLP,base_4x8,4,8
5,ARHinc,9,201,0.7206939504707534,USDCLP,base_4x8,4,8
5,KernelARH,9,0,NA,USDCLP,base_4x8,4,8
5,VAR1,10,201,614.6832704630492,USDCLP,base_4x8,4,8
5,ARHinc,10,201,0.7199585915572867,USDCLP,base_4x8,4,8
5,KernelARH,10,0,NA,USDCLP,base_4x8,4,8
5,VAR1,11,201,608.3195675448957,USDCLP,base_4x8,4,8
5,ARHinc,11,201,0.7190854641336634,USDCLP,base_4x8,4,8
5,KernelARH,11,0,NA,USDCLP,base_4x8,4,8
5,VAR1,12,201,631.9939099857919,USDCLP,base_4x8,4,8
5,ARHinc,12,201,0.7175026969683922,USDCLP,base_4x8,4,8
5,KernelARH,12,0,NA,USDCLP,base_4x8,4,8
5,VAR1,13,201,656.8490506233579,USDCLP,base_4x8,4,8
5,ARHinc,13,201,0.716593236517935,USDCLP,base_4x8,4,8
5,KernelARH,13,0,NA,USDCLP,base_4x8,4,8
5,VAR1,14,201,729.8160741752389,USDCLP,base_4x8,4,8
5,ARHinc,14,201,0.7154428692880374,USDCLP,base_4x8,4,8
5,KernelARH,14,0,NA,USDCLP,base_4x8,4,8
5,VAR1,15,201,718.3110362962415,USDCLP,base_4x8,4,8
5,ARHinc,15,201,0.7178852982146448,USDCLP,base_4x8,4,8
5,KernelARH,15,0,NA,USDCLP,base_4x8,4,8
10,VAR1,2,201,7.035647513842876,USDCLP,base_4x8,4,8
10,ARHinc,2,201,1.0874458519393084,USDCLP,base_4x8,4,8
10,KernelARH,2,201,1.2161821773891734,USDCLP,base_4x8,4,8
10,VAR1,3,201,27.268389806378078,USDCLP,base_4x8,4,8
10,ARHinc,3,201,0.868483667206775,USDCLP,base_4x8,4,8
10,KernelARH,3,201,0.8460991255142508,USDCLP,base_4x8,4,8
10,VAR1,4,201,43.361351948754894,USDCLP,base_4x8,4,8
10,ARHinc,4,201,0.8646525302344213,USDCLP,base_4x8,4,8
10,KernelARH,4,201,0.8665916827376832,USDCLP,base_4x8,4,8
10,VAR1,5,201,78.52370599832327,USDCLP,base_4x8,4,8
10,ARHinc,5,201,0.8585827935867651,USDCLP,base_4x8,4,8
10,KernelARH,5,201,0.8542983316479561,USDCLP,base_4x8,4,8
10,VAR1,6,201,120.9169008504388,USDCLP,base_4x8,4,8
10,ARHinc,6,201,0.8445101043453177,USDCLP,base_4x8,4,8
10,KernelARH,6,201,0.8118478482008001,USDCLP,base_4x8,4,8
10,VAR1,7,201,198.96884486520096,USDCLP,base_4x8,4,8
10,ARHinc,7,201,0.8362296751082451,USDCLP,base_4x8,4,8
10,KernelARH,7,201,0.8122152847704343,USDCLP,base_4x8,4,8
10,VAR1,8,201,203.85588481050092,USDCLP,base_4x8,4,8
10,ARHinc,8,201,0.8432589102987325,USDCLP,base_4x8,4,8
10,KernelARH,8,201,0.8483332601604553,USDCLP,base_4x8,4,8
10,VAR1,9,201,271.303794995432,USDCLP,base_4x8,4,8
10,ARHinc,9,201,0.8469950748271018,USDCLP,base_4x8,4,8
10,KernelARH,9,0,NA,USDCLP,base_4x8,4,8
10,VAR1,10,201,317.4757870644584,USDCLP,base_4x8,4,8
10,ARHinc,10,201,0.8494120658843415,USDCLP,base_4x8,4,8
10,KernelARH,10,0,NA,USDCLP,base_4x8,4,8
10,VAR1,11,201,328.020361056258,USDCLP,base_4x8,4,8
10,ARHinc,11,201,0.8693947671402914,USDCLP,base_4x8,4,8
10,KernelARH,11,0,NA,USDCLP,base_4x8,4,8
10,VAR1,12,201,342.177446705009,USDCLP,base_4x8,4,8
10,ARHinc,12,201,0.8702359406807916,USDCLP,base_4x8,4,8
10,KernelARH,12,0,NA,USDCLP,base_4x8,4,8
10,VAR1,13,201,339.5318897516336,USDCLP,base_4x8,4,8
10,ARHinc,13,201,0.8676349089131908,USDCLP,base_4x8,4,8
10,KernelARH,13,0,NA,USDCLP,base_4x8,4,8
10,VAR1,14,201,445.627451001703,USDCLP,base_4x8,4,8
10,ARHinc,14,201,0.8712290899162446,USDCLP,base_4x8,4,8
10,KernelARH,14,0,NA,USDCLP,base_4x8,4,8
10,VAR1,15,201,452.8497712429838,USDCLP,base_4x8,4,8
10,ARHinc,15,201,0.8850217816059198,USDCLP,base_4x8,4,8
10,KernelARH,15,0,NA,USDCLP,base_4x8,4,8
1,VAR1,2,201,0.6798138286500618,USDCLP,coarse_4x6,4,6
1,ARHinc,2,201,0.665177747767595,USDCLP,coarse_4x6,4,6
1,KernelARH,2,201,0.6767313584025799,USDCLP,coarse_4x6,4,6
1,VAR1,3,201,0.6551224936744416,USDCLP,coarse_4x6,4,6
1,ARHinc,3,201,0.6501708888503913,USDCLP,coarse_4x6,4,6
1,KernelARH,3,201,0.6618354046066013,USDCLP,coarse_4x6,4,6
1,VAR1,4,201,0.7025299003224903,USDCLP,coarse_4x6,4,6
1,ARHinc,4,201,0.6459510207673055,USDCLP,coarse_4x6,4,6
1,KernelARH,4,201,0.662942354310838,USDCLP,coarse_4x6,4,6
1,VAR1,5,201,0.7507803573287584,USDCLP,coarse_4x6,4,6
1,ARHinc,5,201,0.6439092907551257,USDCLP,coarse_4x6,4,6
1,KernelARH,5,201,0.6634220135173557,USDCLP,coarse_4x6,4,6
1,VAR1,6,201,1.0089718531166674,USDCLP,coarse_4x6,4,6
1,ARHinc,6,201,0.6459566847080145,USDCLP,coarse_4x6,4,6
1,KernelARH,6,201,0.6666124937624915,USDCLP,coarse_4x6,4,6
1,VAR1,7,201,1.3276853743678088,USDCLP,coarse_4x6,4,6
1,ARHinc,7,201,0.6484009429108115,USDCLP,coarse_4x6,4,6
1,KernelARH,7,201,0.6646609016935584,USDCLP,coarse_4x6,4,6
1,VAR1,8,201,1.480753669559299,USDCLP,coarse_4x6,4,6
1,ARHinc,8,201,0.6508330833093725,USDCLP,coarse_4x6,4,6
1,KernelARH,8,201,0.6719554120229023,USDCLP,coarse_4x6,4,6
1,VAR1,9,201,1.9802677583918293,USDCLP,coarse_4x6,4,6
1,ARHinc,9,201,0.6535792198328384,USDCLP,coarse_4x6,4,6
1,KernelARH,9,0,NA,USDCLP,coarse_4x6,4,6
1,VAR1,10,201,2.053858256191651,USDCLP,coarse_4x6,4,6
1,ARHinc,10,201,0.6538293921765524,USDCLP,coarse_4x6,4,6
1,KernelARH,10,0,NA,USDCLP,coarse_4x6,4,6
1,VAR1,11,201,2.087591284218761,USDCLP,coarse_4x6,4,6
1,ARHinc,11,201,0.6559951488455136,USDCLP,coarse_4x6,4,6
1,KernelARH,11,0,NA,USDCLP,coarse_4x6,4,6
1,VAR1,12,201,2.1412765529581117,USDCLP,coarse_4x6,4,6
1,ARHinc,12,201,0.6560437089336943,USDCLP,coarse_4x6,4,6
1,KernelARH,12,0,NA,USDCLP,coarse_4x6,4,6
1,VAR1,13,201,2.158795758058817,USDCLP,coarse_4x6,4,6
1,ARHinc,13,201,0.6546994750191863,USDCLP,coarse_4x6,4,6
1,KernelARH,13,0,NA,USDCLP,coarse_4x6,4,6
1,VAR1,14,201,2.174004582561131,USDCLP,coarse_4x6,4,6
1,ARHinc,14,201,0.6647058205407552,USDCLP,coarse_4x6,4,6
1,KernelARH,14,0,NA,USDCLP,coarse_4x6,4,6
1,VAR1,15,201,2.3245241919777033,USDCLP,coarse_4x6,4,6
1,ARHinc,15,201,0.6609595402208909,USDCLP,coarse_4x6,4,6
1,KernelARH,15,0,NA,USDCLP,coarse_4x6,4,6
5,VAR1,2,201,0.7624918190415727,USDCLP,coarse_4x6,4,6
5,ARHinc,2,201,0.7485583004643575,USDCLP,coarse_4x6,4,6
5,KernelARH,2,201,0.7588713934254837,USDCLP,coarse_4x6,4,6
5,VAR1,3,201,0.8518210883006273,USDCLP,coarse_4x6,4,6
5,ARHinc,3,201,0.7403889688805579,USDCLP,coarse_4x6,4,6
5,KernelARH,3,201,0.7636233641493452,USDCLP,coarse_4x6,4,6
5,VAR1,4,201,1.0952059498395033,USDCLP,coarse_4x6,4,6
5,ARHinc,4,201,0.7281311253889251,USDCLP,coarse_4x6,4,6
5,KernelARH,4,201,0.7622879822657502,USDCLP,coarse_4x6,4,6
5,VAR1,5,201,1.1466025013611378,USDCLP,coarse_4x6,4,6
5,ARHinc,5,201,0.7244999555084757,USDCLP,coarse_4x6,4,6
5,KernelARH,5,201,0.7528508199802142,USDCLP,coarse_4x6,4,6
5,VAR1,6,201,1.1858937418193904,USDCLP,coarse_4x6,4,6
5,ARHinc,6,201,0.7330821205375775,USDCLP,coarse_4x6,4,6
5,KernelARH,6,201,0.734975117520143,USDCLP,coarse_4x6,4,6
5,VAR1,7,201,1.6085329175782472,USDCLP,coarse_4x6,4,6
5,ARHinc,7,201,0.7365938602431978,USDCLP,coarse_4x6,4,6
5,KernelARH,7,201,0.7239672871304221,USDCLP,coarse_4x6,4,6
5,VAR1,8,201,2.010721634182827,USDCLP,coarse_4x6,4,6
5,ARHinc,8,201,0.7454979015024834,USDCLP,coarse_4x6,4,6
5,KernelARH,8,201,0.7475758768382357,USDCLP,coarse_4x6,4,6
5,VAR1,9,201,2.0573709621159697,USDCLP,coarse_4x6,4,6
5,ARHinc,9,201,0.7527060927639401,USDCLP,coarse_4x6,4,6
5,KernelARH,9,0,NA,USDCLP,coarse_4x6,4,6
5,VAR1,10,201,2.0420460096634687,USDCLP,coarse_4x6,4,6
5,ARHinc,10,201,0.7511392249708249,USDCLP,coarse_4x6,4,6
5,KernelARH,10,0,NA,USDCLP,coarse_4x6,4,6
5,VAR1,11,201,2.0143933354612473,USDCLP,coarse_4x6,4,6
5,ARHinc,11,201,0.7458426455673971,USDCLP,coarse_4x6,4,6
5,KernelARH,11,0,NA,USDCLP,coarse_4x6,4,6
5,VAR1,12,201,2.0109802600700926,USDCLP,coarse_4x6,4,6
5,ARHinc,12,201,0.752990917713072,USDCLP,coarse_4x6,4,6
5,KernelARH,12,0,NA,USDCLP,coarse_4x6,4,6
5,VAR1,13,201,2.1020215441856682,USDCLP,coarse_4x6,4,6
5,ARHinc,13,201,0.7505260901785847,USDCLP,coarse_4x6,4,6
5,KernelARH,13,0,NA,USDCLP,coarse_4x6,4,6
5,VAR1,14,201,2.1061532783204373,USDCLP,coarse_4x6,4,6
5,ARHinc,14,201,0.7528096278466915,USDCLP,coarse_4x6,4,6
5,KernelARH,14,0,NA,USDCLP,coarse_4x6,4,6
5,VAR1,15,201,2.1004287591441866,USDCLP,coarse_4x6,4,6
5,ARHinc,15,201,0.7416490025372091,USDCLP,coarse_4x6,4,6
5,KernelARH,15,0,NA,USDCLP,coarse_4x6,4,6
10,VAR1,2,201,0.845894761368357,USDCLP,coarse_4x6,4,6
10,ARHinc,2,201,0.8502434385554891,USDCLP,coarse_4x6,4,6
10,KernelARH,2,201,0.8313021891928487,USDCLP,coarse_4x6,4,6
10,VAR1,3,201,1.1497136954023746,USDCLP,coarse_4x6,4,6
10,ARHinc,3,201,0.8579532255198489,USDCLP,coarse_4x6,4,6
10,KernelARH,3,201,0.8407375747301868,USDCLP,coarse_4x6,4,6
10,VAR1,4,201,1.5038469468594464,USDCLP,coarse_4x6,4,6
10,ARHinc,4,201,0.8518727783308709,USDCLP,coarse_4x6,4,6
10,KernelARH,4,201,0.827344843433402,USDCLP,coarse_4x6,4,6
10,VAR1,5,201,1.543501267852102,USDCLP,coarse_4x6,4,6
10,ARHinc,5,201,0.8554660047039067,USDCLP,coarse_4x6,4,6
10,KernelARH,5,201,0.8165730332544655,USDCLP,coarse_4x6,4,6
10,VAR1,6,201,1.821138989020057,USDCLP,coarse_4x6,4,6
10,ARHinc,6,201,0.8498167179888931,USDCLP,coarse_4x6,4,6
10,KernelARH,6,201,0.8156545254591416,USDCLP,coarse_4x6,4,6
10,VAR1,7,201,2.310827380538059,USDCLP,coarse_4x6,4,6
10,ARHinc,7,201,0.8568922990173874,USDCLP,coarse_4x6,4,6
10,KernelARH,7,201,0.7966885329224105,USDCLP,coarse_4x6,4,6
10,VAR1,8,201,2.689692359743026,USDCLP,coarse_4x6,4,6
10,ARHinc,8,201,0.8864735015081661,USDCLP,coarse_4x6,4,6
10,KernelARH,8,201,0.9055659747603003,USDCLP,coarse_4x6,4,6
10,VAR1,9,201,2.8226070221211024,USDCLP,coarse_4x6,4,6
10,ARHinc,9,201,0.8753580385888903,USDCLP,coarse_4x6,4,6
10,KernelARH,9,0,NA,USDCLP,coarse_4x6,4,6
10,VAR1,10,201,2.852735556388184,USDCLP,coarse_4x6,4,6
10,ARHinc,10,201,0.8726052028382218,USDCLP,coarse_4x6,4,6
10,KernelARH,10,0,NA,USDCLP,coarse_4x6,4,6
10,VAR1,11,201,2.8507493187623445,USDCLP,coarse_4x6,4,6
10,ARHinc,11,201,0.8938116968854215,USDCLP,coarse_4x6,4,6
10,KernelARH,11,0,NA,USDCLP,coarse_4x6,4,6
10,VAR1,12,201,2.749585422113341,USDCLP,coarse_4x6,4,6
10,ARHinc,12,201,0.898251597555861,USDCLP,coarse_4x6,4,6
10,KernelARH,12,0,NA,USDCLP,coarse_4x6,4,6
10,VAR1,13,201,2.713212799626894,USDCLP,coarse_4x6,4,6
10,ARHinc,13,201,0.9104639627303028,USDCLP,coarse_4x6,4,6
10,KernelARH,13,0,NA,USDCLP,coarse_4x6,4,6
10,VAR1,14,201,2.6951181356758553,USDCLP,coarse_4x6,4,6
10,ARHinc,14,201,0.8680113654992153,USDCLP,coarse_4x6,4,6
10,KernelARH,14,0,NA,USDCLP,coarse_4x6,4,6
10,VAR1,15,201,2.695277490659528,USDCLP,coarse_4x6,4,6
10,ARHinc,15,201,0.8844226862747502,USDCLP,coarse_4x6,4,6
10,KernelARH,15,0,NA,USDCLP,coarse_4x6,4,6
1,VAR1,2,201,3.389696422059127,USDCLP,rich_5x10,5,10
1,ARHinc,2,201,0.5870562056666929,USDCLP,rich_5x10,5,10
1,KernelARH,2,201,0.5764883985537373,USDCLP,rich_5x10,5,10
1,VAR1,3,201,22.594308653990414,USDCLP,rich_5x10,5,10
1,ARHinc,3,201,0.3325578807342616,USDCLP,rich_5x10,5,10
1,KernelARH,3,201,0.3573012925911849,USDCLP,rich_5x10,5,10
1,VAR1,4,201,94.37526725458555,USDCLP,rich_5x10,5,10
1,ARHinc,4,201,0.330907278904835,USDCLP,rich_5x10,5,10
1,KernelARH,4,201,0.33920349382022386,USDCLP,rich_5x10,5,10
1,VAR1,5,201,171.7683007528516,USDCLP,rich_5x10,5,10
1,ARHinc,5,201,0.29196852998869066,USDCLP,rich_5x10,5,10
1,KernelARH,5,201,0.3208303397748527,USDCLP,rich_5x10,5,10
1,VAR1,6,201,279.77239538520604,USDCLP,rich_5x10,5,10
1,ARHinc,6,201,0.27330434257954594,USDCLP,rich_5x10,5,10
1,KernelARH,6,201,0.302865949140681,USDCLP,rich_5x10,5,10
1,VAR1,7,201,344.95713918002804,USDCLP,rich_5x10,5,10
1,ARHinc,7,201,0.27200057267509675,USDCLP,rich_5x10,5,10
1,KernelARH,7,201,0.3100341720243303,USDCLP,rich_5x10,5,10
1,VAR1,8,201,431.05155143667264,USDCLP,rich_5x10,5,10
1,ARHinc,8,201,0.2560365575352659,USDCLP,rich_5x10,5,10
1,KernelARH,8,201,0.32436052843472835,USDCLP,rich_5x10,5,10
1,VAR1,9,201,640.2579524008806,USDCLP,rich_5x10,5,10
1,ARHinc,9,201,0.2632494537450075,USDCLP,rich_5x10,5,10
1,KernelARH,9,0,NA,USDCLP,rich_5x10,5,10
1,VAR1,10,201,1033.3526512575609,USDCLP,rich_5x10,5,10
1,ARHinc,10,201,0.26253082440734726,USDCLP,rich_5x10,5,10
1,KernelARH,10,0,NA,USDCLP,rich_5x10,5,10
1,VAR1,11,201,1079.0336048924798,USDCLP,rich_5x10,5,10
1,ARHinc,11,201,0.2712679893861288,USDCLP,rich_5x10,5,10
1,KernelARH,11,0,NA,USDCLP,rich_5x10,5,10
1,VAR1,12,201,1166.7357322577993,USDCLP,rich_5x10,5,10
1,ARHinc,12,201,0.2759904232342166,USDCLP,rich_5x10,5,10
1,KernelARH,12,0,NA,USDCLP,rich_5x10,5,10
1,VAR1,13,201,1439.5488055991366,USDCLP,rich_5x10,5,10
1,ARHinc,13,201,0.2789883588732316,USDCLP,rich_5x10,5,10
1,KernelARH,13,0,NA,USDCLP,rich_5x10,5,10
1,VAR1,14,201,1424.227199429994,USDCLP,rich_5x10,5,10
1,ARHinc,14,201,0.28554514112848467,USDCLP,rich_5x10,5,10
1,KernelARH,14,0,NA,USDCLP,rich_5x10,5,10
1,VAR1,15,201,1403.8336636209638,USDCLP,rich_5x10,5,10
1,ARHinc,15,201,0.29200458489653275,USDCLP,rich_5x10,5,10
1,KernelARH,15,0,NA,USDCLP,rich_5x10,5,10
5,VAR1,2,201,7.616050144853525,USDCLP,rich_5x10,5,10
5,ARHinc,2,201,0.7481498263655288,USDCLP,rich_5x10,5,10
5,KernelARH,2,201,0.7224830709510783,USDCLP,rich_5x10,5,10
5,VAR1,3,201,66.75033214834781,USDCLP,rich_5x10,5,10
5,ARHinc,3,201,0.4625257846197697,USDCLP,rich_5x10,5,10
5,KernelARH,3,201,0.538806470843734,USDCLP,rich_5x10,5,10
5,VAR1,4,201,121.85917763694101,USDCLP,rich_5x10,5,10
5,ARHinc,4,201,0.45539655344647273,USDCLP,rich_5x10,5,10
5,KernelARH,4,201,0.5444448844542342,USDCLP,rich_5x10,5,10
5,VAR1,5,201,281.8762927347899,USDCLP,rich_5x10,5,10
5,ARHinc,5,201,0.49497018317409597,USDCLP,rich_5x10,5,10
5,KernelARH,5,201,0.5754783711726157,USDCLP,rich_5x10,5,10
5,VAR1,6,201,400.31266723653806,USDCLP,rich_5x10,5,10
5,ARHinc,6,201,0.44577470281312354,USDCLP,rich_5x10,5,10
5,KernelARH,6,201,0.5305990638852642,USDCLP,rich_5x10,5,10
5,VAR1,7,201,690.4392542281777,USDCLP,rich_5x10,5,10
5,ARHinc,7,201,0.45001485978679356,USDCLP,rich_5x10,5,10
5,KernelARH,7,201,0.47922112428115426,USDCLP,rich_5x10,5,10
5,VAR1,8,201,797.6336317995753,USDCLP,rich_5x10,5,10
5,ARHinc,8,201,0.43241278327517946,USDCLP,rich_5x10,5,10
5,KernelARH,8,201,0.49247487803841705,USDCLP,rich_5x10,5,10
5,VAR1,9,201,1698.158763365027,USDCLP,rich_5x10,5,10
5,ARHinc,9,201,0.4319053557715182,USDCLP,rich_5x10,5,10
5,KernelARH,9,0,NA,USDCLP,rich_5x10,5,10
5,VAR1,10,201,1594.9539398782706,USDCLP,rich_5x10,5,10
5,ARHinc,10,201,0.4412483637699215,USDCLP,rich_5x10,5,10
5,KernelARH,10,0,NA,USDCLP,rich_5x10,5,10
5,VAR1,11,201,1494.2408304057567,USDCLP,rich_5x10,5,10
5,ARHinc,11,201,0.44293636049222385,USDCLP,rich_5x10,5,10
5,KernelARH,11,0,NA,USDCLP,rich_5x10,5,10
5,VAR1,12,201,1863.8042136492963,USDCLP,rich_5x10,5,10
5,ARHinc,12,201,0.43868525109795453,USDCLP,rich_5x10,5,10
5,KernelARH,12,0,NA,USDCLP,rich_5x10,5,10
5,VAR1,13,201,1919.1050596474279,USDCLP,rich_5x10,5,10
5,ARHinc,13,201,0.4522436145496933,USDCLP,rich_5x10,5,10
5,KernelARH,13,0,NA,USDCLP,rich_5x10,5,10
5,VAR1,14,201,1882.9726894589087,USDCLP,rich_5x10,5,10
5,ARHinc,14,201,0.44226887374515284,USDCLP,rich_5x10,5,10
5,KernelARH,14,0,NA,USDCLP,rich_5x10,5,10
5,VAR1,15,201,1872.7077514868804,USDCLP,rich_5x10,5,10
5,ARHinc,15,201,0.4457041241002387,USDCLP,rich_5x10,5,10
5,KernelARH,15,0,NA,USDCLP,rich_5x10,5,10
10,VAR1,2,201,5.521903757206643,USDCLP,rich_5x10,5,10
10,ARHinc,2,201,1.0468487081719995,USDCLP,rich_5x10,5,10
10,KernelARH,2,201,1.062746307827751,USDCLP,rich_5x10,5,10
10,VAR1,3,201,77.33980445849564,USDCLP,rich_5x10,5,10
10,ARHinc,3,201,0.6609198953230832,USDCLP,rich_5x10,5,10
10,KernelARH,3,201,0.6388748110892397,USDCLP,rich_5x10,5,10
10,VAR1,4,201,97.42796477800434,USDCLP,rich_5x10,5,10
10,ARHinc,4,201,0.6977364913191962,USDCLP,rich_5x10,5,10
10,KernelARH,4,201,0.6532016141527108,USDCLP,rich_5x10,5,10
10,VAR1,5,201,191.99455341428725,USDCLP,rich_5x10,5,10
10,ARHinc,5,201,0.72316565387652465,USDCLP,rich_5x10,5,10
10,KernelARH,5,201,0.708842732083458,USDCLP,rich_5x10,5,10
10,VAR1,6,201,245.6847089717358,USDCLP,rich_5x10,5,10
10,ARHinc,6,201,0.6719564778269357,USDCLP,rich_5x10,5,10
10,KernelARH,6,201,0.6574334911989076,USDCLP,rich_5x10,5,10
10,VAR1,7,201,566.7175644273144,USDCLP,rich_5x10,5,10
10,ARHinc,7,201,0.6691007881106329,USDCLP,rich_5x10,5,10
10,KernelARH,7,201,0.6448805615291341,USDCLP,rich_5x10,5,10
10,VAR1,8,201,616.0144911066378,USDCLP,rich_5x10,5,10
10,ARHinc,8,201,0.6439548254248063,USDCLP,rich_5x10,5,10
10,KernelARH,8,201,0.6473434292695482,USDCLP,rich_5x10,5,10
10,VAR1,9,201,1362.478119960153,USDCLP,rich_5x10,5,10
10,ARHinc,9,201,0.6445298689564314,USDCLP,rich_5x10,5,10
10,KernelARH,9,0,NA,USDCLP,rich_5x10,5,10
10,VAR1,10,201,1346.461927166831,USDCLP,rich_5x10,5,10
10,ARHinc,10,201,0.6443639672304559,USDCLP,rich_5x10,5,10
10,KernelARH,10,0,NA,USDCLP,rich_5x10,5,10
10,VAR1,11,201,1529.2275932521272,USDCLP,rich_5x10,5,10
10,ARHinc,11,201,0.6677996507298712,USDCLP,rich_5x10,5,10
10,KernelARH,11,0,NA,USDCLP,rich_5x10,5,10
10,VAR1,12,201,1635.5623951741466,USDCLP,rich_5x10,5,10
10,ARHinc,12,201,0.6691444781686804,USDCLP,rich_5x10,5,10
10,KernelARH,12,0,NA,USDCLP,rich_5x10,5,10
10,VAR1,13,201,1752.96607622146,USDCLP,rich_5x10,5,10
10,ARHinc,13,201,0.6875171002541984,USDCLP,rich_5x10,5,10
10,KernelARH,13,0,NA,USDCLP,rich_5x10,5,10
10,VAR1,14,201,1791.962355537039,USDCLP,rich_5x10,5,10
10,ARHinc,14,201,0.7045808489914857,USDCLP,rich_5x10,5,10
10,KernelARH,14,0,NA,USDCLP,rich_5x10,5,10
10,VAR1,15,201,1843.9137988096652,USDCLP,rich_5x10,5,10
10,ARHinc,15,201,0.6967156672389107,USDCLP,rich_5x10,5,10
10,KernelARH,15,0,NA,USDCLP,rich_5x10,5,10
1,VAR1,2,157,1.4059986549762575,USDBRL,base_4x8,4,8
1,ARHinc,2,157,1.1546093059587286,USDBRL,base_4x8,4,8
1,KernelARH,2,157,1.162236519195004,USDBRL,base_4x8,4,8
1,VAR1,3,157,3.124322255912737,USDBRL,base_4x8,4,8
1,ARHinc,3,157,0.7757986948113321,USDBRL,base_4x8,4,8
1,KernelARH,3,157,0.7949948193218433,USDBRL,base_4x8,4,8
1,VAR1,4,157,33.087607751498716,USDBRL,base_4x8,4,8
