W,Score,Gap_vs_PM
88,0.6538726318057528,0.34920500832335033
110,0.65529888418271,0.3504040165832159
132,0.6569856868211569,0.3492650617491579
66,0.6651911138486463,0.358162182220647
154,0.6685969185246224,0.34875523045239226
176,0.674629174417981,0.3439004764787791
44,0.6770986781517117,0.3532180733907531
198,0.6942787786352044,0.33609914292330323
