h,K0,r_spec_med,r_spec_max,ratio_norm_med,ratio_norm_p95
1,7,0.9798360400083946,1.1199043046238304,7.77919775925841,27.073495168115844
5,6,0.9791770001969841,1.024749673951087,7.27022740364259,35.842166367250655
10,6,0.9791770001969841,1.024749673951087,7.553543800006884,33.69852055325737
