W,Score,Gap_vs_PM
154,0.6679747935759788,0.25908790869723497
132,0.6797564612532764,0.2951228641396261
176,0.6886061538610185,0.2569479773162502
110,0.6899448487486883,0.34300271143858546
198,0.6992079428821117,0.2662171696795978
88,0.7045051233257851,0.3744074330827829
66,0.7297687062929591,0.41546413402390153
44,0.7352696496044933,0.41131310940024784
