h,K0,r_spec_med,r_spec_max,ratio_norm_med,ratio_norm_p95
1,7,0.9904065206727037,1.0311560211014419,5.662517021356046,13.977085312452328
5,8,0.9894438605186331,1.0306198040758674,14.721083898827809,23.702322194050623
10,8,0.9894438605186331,1.0306198040758674,11.059632424230715,19.08555054351304
