Par,h,fecha,Modelo,TRAIN_SIZE,K0,RMSE,MAE,WRMSE_short,WRMSE_long
USDCOP,1,2025-09-08,PM,154,7,0.5154237894124677,0.43465384615384633,0.7293795481385809,0.3662183712662559
USDCOP,1,2025-09-08,PA,154,7,0.7802256791885952,0.6156401572999416,0.8970473204938783,0.7649825797641405
USDCOP,1,2025-09-08,VAR1,154,7,10.607433778019859,8.160979443847387,16.064609826566475,6.17770644583739
USDCOP,1,2025-09-08,ARHinc,154,7,0.7497772658959069,0.5905517190592775,0.8343953639700571,0.75292229246464
USDCOP,1,2025-09-08,KernelARH,154,7,0.7815964789992074,0.6146413711855884,0.8831820895774312,0.7713500433791046
USDCOP,5,2025-09-12,PM,154,8,1.4457247816340322,1.2914999999999996,1.9399206145337953,1.076172446454704
USDCOP,5,2025-09-12,PA,154,8,1.4823314589199135,1.2960803920231203,1.9685820907590328,1.1632714476157617
USDCOP,5,2025-09-12,VAR1,154,8,20.986953312058453,14.250114447010418,30.064323888889188,12.808068739291302
USDCOP,5,2025-09-12,ARHinc,154,8,1.4153720567548902,1.2374497555436754,1.8614147326563448,1.125296065871209
USDCOP,5,2025-09-12,KernelARH,154,8,1.841890972361933,1.618819186102834,2.4868727770582795,1.3731623193261013
USDCOP,10,2025-09-19,PM,154,8,1.5230340575261656,1.346,2.0471451216423984,1.0751584319693053
USDCOP,10,2025-09-19,PA,154,8,1.5828689077037585,1.3695173079509186,2.094033052067724,1.2048047657029908
USDCOP,10,2025-09-19,VAR1,154,8,13.93396535341465,9.635261785458258,19.74106137311651,8.47507559171446
USDCOP,10,2025-09-19,ARHinc,154,8,1.5166083452549175,1.315379273688071,1.9878733908265875,1.1685952582358157
USDCOP,10,2025-09-19,KernelARH,154,8,2.019940447068969,1.7422741779649482,2.7392194252888653,1.4503157301242706
USDCOP,1,2025-09-09,PM,154,7,0.1869161422423682,0.15834615384615378,0.21399297713346116,0.14563071700906288
USDCOP,1,2025-09-09,PA,154,7,0.605717332435184,0.4674659188564083,0.5307935710364268,0.6831169848006684
USDCOP,1,2025-09-09,VAR1,154,7,42.56120997801228,32.63138856270023,64.94818233602116,24.546281518847895
USDCOP,1,2025-09-09,ARHinc,154,7,0.5878879439390703,0.45722117749278995,0.4891280213408296,0.673883000275518
USDCOP,1,2025-09-09,KernelARH,154,7,0.5897248113772419,0.4567627178017579,0.49051105551872615,0.6752686269575183
USDCOP,5,2025-09-15,PM,154,8,0.9217346992325018,0.8143846153846155,1.2345006392258768,0.649073527507753
USDCOP,5,2025-09-15,PA,154,8,1.0414336787871319,0.8799475329450166,1.3360485661253647,0.8650218365146874
USDCOP,5,2025-09-15,VAR1,154,8,84.76017065476174,57.66978280745332,122.71257704991619,51.020757844154495
USDCOP,5,2025-09-15,ARHinc,154,8,0.8108886673870941,0.6760244162846278,0.9510641654938593,0.7488140334401048
USDCOP,5,2025-09-15,KernelARH,154,8,1.6107881331971852,1.387155098809326,2.1711830176899585,1.1953197994434024
USDCOP,10,2025-09-22,PM,154,8,1.0255019877713922,0.9485384615384614,1.2861937648826272,0.793641024040961
USDCOP,10,2025-09-22,PA,154,8,1.1239505524246918,0.9785782765046274,1.372630466100674,0.9667662338740547
USDCOP,10,2025-09-22,VAR1,154,8,59.29304230964713,40.45145875710687,84.70713942370281,35.6459204362112
USDCOP,10,2025-09-22,ARHinc,154,8,0.8840433090564297,0.7575438639326495,0.9848866901294996,0.829260531412192
USDCOP,10,2025-09-22,KernelARH,154,8,1.9536970380460434,1.7190479766415556,2.5998228991539416,1.462556137956431
USDCOP,1,2025-09-10,PM,154,7,0.43212834186865573,0.308846153846154,0.6916286195138445,0.2294443679231626
USDCOP,1,2025-09-10,PA,154,7,0.723319654285088,0.5655771935316117,0.8731154809044374,0.7048750707525749
USDCOP,1,2025-09-10,VAR1,154,7,23.94812995653015,17.931901978032794,36.76183413142349,13.245668774180125
USDCOP,1,2025-09-10,ARHinc,154,7,0.6675756526534063,0.5196586185063758,0.7393227185436212,0.6914726265837331
USDCOP,1,2025-09-10,KernelARH,154,7,0.6087924183061711,0.47416857285331165,0.5712197193916313,0.6780460294229502
USDCOP,5,2025-09-16,PM,154,8,0.7750861924774759,0.6815000000000003,1.0429603004526948,0.539235758660969
USDCOP,5,2025-09-16,PA,154,8,0.9108800928314013,0.7573978199099098,1.1344670688228606,0.7938821683017703
USDCOP,5,2025-09-16,VAR1,154,8,47.63182222243162,31.32130304937072,69.8996594521753,27.46102547184852
USDCOP,5,2025-09-16,ARHinc,154,8,0.7869382851823884,0.6474642799831443,0.9090570723967296,0.740521547506884
USDCOP,5,2025-09-16,KernelARH,154,8,0.9494311087910643,0.8012748108267203,1.1589936009544342,0.8302677275271703
USDCOP,10,2025-09-23,PM,154,8,0.8890382119502469,0.8115769230769229,1.1561054041622156,0.6594296958681699
USDCOP,10,2025-09-23,PA,154,8,1.0037898076502598,0.851046453486301,1.2397271031075872,0.8724029839826432
USDCOP,10,2025-09-23,VAR1,154,8,33.254878911154286,21.904380618159625,48.12587917703758,19.174198043522914
USDCOP,10,2025-09-23,ARHinc,154,8,0.8739364393413925,0.735804772133112,1.0108249062637427,0.8105773546215945
USDCOP,10,2025-09-23,KernelARH,154,8,1.958140286478041,1.718638838778118,2.6073023847102785,1.4566753584184506
USDCOP,1,2025-09-11,PM,154,7,0.2735697070499304,0.24553846153846168,0.24723666201407538,0.27463178504850366
USDCOP,1,2025-09-11,PA,154,7,0.5552121979600008,0.4128816705708026,0.4536946324714904,0.632211634410169
USDCOP,1,2025-09-11,VAR1,154,7,85.48557024668294,62.12606247113967,132.24175580059452,45.565962902074105
USDCOP,1,2025-09-11,ARHinc,154,7,0.5498386076779563,0.41804253608699576,0.4770010755057916,0.6131446159078162
USDCOP,1,2025-09-11,KernelARH,154,7,0.6959670223684339,0.5470298802410151,0.8451604430135949,0.6284085681269064
USDCOP,5,2025-09-17,PM,154,8,0.4259690310158892,0.37753846153846177,0.43130730712415755,0.3762577063519239
USDCOP,5,2025-09-17,PA,154,8,0.622430578431387,0.4737357385951028,0.5507485067213875,0.6860994137907989
USDCOP,5,2025-09-17,VAR1,154,8,153.0081928704041,97.57336529959035,229.2352878233518,83.98309048535549
USDCOP,5,2025-09-17,ARHinc,154,8,0.5563438210735665,0.4163127018325085,0.4620617820571095,0.6348745700448258
USDCOP,5,2025-09-17,KernelARH,154,8,0.6213823325286899,0.47378938618980887,0.5578232870016161,0.6816717844106505
USDCOP,10,2025-09-24,PM,154,8,0.5070159684937865,0.4658076923076923,0.4794694609134725,0.47742046969577506
USDCOP,10,2025-09-24,PA,154,8,0.6614697113819238,0.505784671091578,0.5364112067477295,0.7360998614438152
USDCOP,10,2025-09-24,VAR1,154,8,122.28728550773556,81.28536263395095,177.17284203580832,70.5569307424916
USDCOP,10,2025-09-24,ARHinc,154,8,0.602823857936995,0.46110456682687495,0.5196827831732502,0.6725118532877767
USDCOP,10,2025-09-24,KernelARH,154,8,0.7798850533479559,0.6454837681139821,0.7482959740455811,0.7995711309798531
USDCOP,1,2025-09-12,PM,154,7,0.21744771696981455,0.17988461538461534,0.3091399957873191,0.1714424861721086
USDCOP,1,2025-09-12,PA,154,7,0.4939821526766126,0.36413722191475656,0.48277329547595366,0.5511930145482973
USDCOP,1,2025-09-12,VAR1,154,7,47.611963368897854,34.003210539826334,73.65545576012872,24.946539877238457
USDCOP,1,2025-09-12,ARHinc,154,7,0.46780609845985255,0.35398788023253197,0.4056068639442355,0.5373696558579711
USDCOP,1,2025-09-12,KernelARH,154,7,0.4808650206926757,0.3668384548242358,0.4244954400616771,0.539726868794772
USDCOP,5,2025-09-18,PM,154,8,0.2804812142345035,0.208807692307692,0.39626443288689406,0.16712808640181123
USDCOP,5,2025-09-18,PA,154,8,0.5472056746508999,0.42135592763792173,0.5488432603443686,0.5979778277696036
USDCOP,5,2025-09-18,VAR1,154,8,84.50370564939304,53.39330763738692,126.05796366350172,46.335338744105194
USDCOP,5,2025-09-18,ARHinc,154,8,0.4991027712468309,0.37583362427968636,0.40752394713526724,0.5909348276040947
USDCOP,5,2025-09-18,KernelARH,154,8,0.5168045005750056,0.39316518696576636,0.4584419109127767,0.5928822654266847
USDCOP,10,2025-09-25,PM,154,8,0.22462565012105723,0.19892307692307684,0.28054299084590595,0.18407681064316517
USDCOP,10,2025-09-25,PA,154,8,0.5198051592620758,0.39807533131438916,0.42781329270865115,0.6067568390990173
USDCOP,10,2025-09-25,VAR1,154,8,56.75766860399799,37.28727318267318,82.23650712329082,32.83625789749131
USDCOP,10,2025-09-25,ARHinc,154,8,0.5808674829602757,0.45401988963018586,0.6462793299347054,0.6038095509011057
USDCOP,10,2025-09-25,KernelARH,154,8,0.5601855221728159,0.42306602324936765,0.4535042483483746,0.6428787537051518
USDCOP,1,2025-09-15,PM,154,7,0.13742637889206202,0.09053846153846154,0.13414873968657215,0.16918525111851054
USDCOP,1,2025-09-15,PA,154,7,0.5247774817294252,0.41100347845419866,0.4612015391184797,0.6070015248810395
USDCOP,1,2025-09-15,VAR1,154,7,103.94757104412122,72.95871840621034,160.8284340519537,53.87031280442505
USDCOP,1,2025-09-15,ARHinc,154,7,0.5520856925387234,0.4430420318969288,0.49866013325597824,0.6238985821939996
USDCOP,1,2025-09-15,KernelARH,154,7,0.5929486068436959,0.4853483029605211,0.5508540873779257,0.6606580334963504
USDCOP,5,2025-09-19,PM,154,8,0.19599426012003512,0.14173076923076913,0.22494217232540284,0.18062700198276677
USDCOP,5,2025-09-19,PA,154,8,0.523452124191908,0.4042958050927547,0.46224201439182044,0.6056237769973407
USDCOP,5,2025-09-19,VAR1,154,8,147.5537389842317,92.70910241100438,222.00305283938758,79.3823831055466
USDCOP,5,2025-09-19,ARHinc,154,8,0.5381668080093059,0.4157485959896367,0.4738791421954167,0.6234830025472846
USDCOP,5,2025-09-19,KernelARH,154,8,0.5214214971746277,0.4024074511512554,0.4491719587422949,0.6094726104346074
USDCOP,10,2025-09-26,PM,154,8,0.324204573948658,0.21469230769230788,0.535755679396355,0.2022569636805945
